query,publishedAt,duration_min,title,channelTitle,url,description
тцк,2025-12-21T10:46:07Z,0.25,Про це вже говорять усі: ТЦК на фронт!,Новини України,https://www.youtube.com/watch?v=rE3JFowCCl0,"В Україні з'явилася резонансна петиція з вимогою направити працівників ТЦК на фронт. Автори наголошують, що це ..."
тцк,2025-12-21T10:43:10Z,0.13,#ukraine #news #mobilization #україна #тцк #поліція #мобілізація #нація #люди #українськийютуб,Alexander Luz,https://www.youtube.com/watch?v=EXBZaL5CDDE,
тцк,2025-12-21T10:01:00Z,0.35,&quot;ЗАБИРАЙ МЕНЕ!&quot; Мати рятує від ТЦК 😱,Legal Land,https://www.youtube.com/watch?v=cRX4eBUNEWo,"тцк, поліція, незаконне затримання, право на зйомку, розшук ухилянтів, незаконна мобілізація . Розшук ТЦК: мати стає ..."
тцк,2025-12-21T10:00:39Z,8.57,"Чи треба самому нести довідку ВЛК у ТЦК? Відповідь, яку не говорять!",Адвокат Олексій МЕНДРУХ,https://www.youtube.com/watch?v=M3S7IO1-pK0,"Чи треба самому нести довідку ВЛК у ТЦК? Відповідь, яку не говорять! Якщо виникла потреба у приватній консультації, ..."
тцк,2025-12-21T10:01:37Z,1.02,🔥УХИЛЬНУВСЯ від ТЦК,Пильний Дніпрянин,https://www.youtube.com/watch?v=xaMLzxzuAKQ,"УХИЛЬНУВСЯ від ТЦК https://youtube.com/shorts/xaMLzxzuAKQ?feature=share Ставте та підписуйтесь на канал, щоб ..."
тцк,2025-12-21T10:00:09Z,0.18,ТЦК прийшло за Славком #shorts #тцк #гумор #ржакадосліз #коміки #україна #новини #вірусне #відеодня,AI Gone Crazy,https://www.youtube.com/watch?v=6QjNCjDda4w,Працівники ТЦК прийшли в українське село шукати Славка! ⚠️Відео створено з використанням штучного інтелекту на ...
тцк,2025-12-21T08:00:20Z,9.73,ЖАХІТТЯ МОБІЛІЗАЦІЇ! Жеруть один одного? Інцидент в тцк!,Віталій Українець,https://www.youtube.com/watch?v=rLPQkTnyjgw,"ЖАХІТТЯ МОБІЛІЗАЦІЇ! Жеруть один одного? Інцидент в тцк! Жахливий інцидент стався днями в тцк, там п'яні тцкашники ..."
тцк,2025-12-21T07:19:28Z,0.23,ФРОНТ УЖЕ БЛИЗЬКО... #зсу #новини #тсн #тцк #новиниукраїни #україна,НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=ve9tWS01V9E,БІЛЬШЕ ІНФОРМАЦІЇ В НАШОМУ ТЕЛЕГРАМ-КАНАЛІ. ПІДТРИМАЙТЕ ПІДПИСКОЮ.
тцк,2025-12-21T07:00:55Z,1.48,РЕАЛЬНЫЕ ВОЕННЫЕ ВСТРЕТИЛИ ТЦК ВО ВРЕМЯ БУСИФИКАЦИИ 😱,Правовое Государство,https://www.youtube.com/watch?v=wLJ6rgZR_6E,
тцк,2025-12-21T05:02:38Z,1.1,Заява до суду: Звільни себе з ТЦК за законом! #shorts,ЄЗАКОН Адвокат Мамчик,https://www.youtube.com/watch?v=7t3nWMwtOWA,"Відео пояснює, як судовий контроль допомагає протидіяти незаконному утриманню в ТЦК. Судовий запит або ухвала суду ..."
тцк,2025-12-21T04:46:35Z,0.77,ТЦК Поліція зривають Мобілізацію в Україні,НаЧасі,https://www.youtube.com/watch?v=FqTkFAGvhzw,
тцк,2025-12-21T01:43:00Z,0.18,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=plttO47I-hM,
тцк,2025-12-21T01:36:52Z,0.13,ТЦК#shorts,Гармонист,https://www.youtube.com/watch?v=lZhm55U5k8Q,
тцк,2025-12-21T01:09:12Z,0.18,Тцк,Іванка 🇺🇦,https://www.youtube.com/watch?v=v0QvMcsrHkw,
тцк,2025-12-21T00:54:58Z,5.6,Затримки з грошовими виплатами на фронті ТЦК спустили план: зібрати 30 000 осіб з Київської області?,Броварське телебачення Славка,https://www.youtube.com/watch?v=y7vvWvIRqJE,Приват-банк карта номер 5168 7554 4584 6104 Монобанк карта номер 4441 1144 0128 5000 PayPal svinoez63@gmail.com ...
тцк,2025-12-20T23:48:48Z,0.17,ну дай дигл #ксго #мем #зеленский #тцк #гойда,Romolom,https://www.youtube.com/watch?v=n5xxSuwCN1g,
тцк,2025-12-20T22:37:18Z,0.25,#бус #ухилянти #шансон #тцк #automobile #rob https://youtube.com/@valerochka2012?si=M8mdYLmmY2b2UlDZ,#_#SIMBOX #_#,https://www.youtube.com/watch?v=7jQ8HRwP2kY,
тцк,2025-12-20T22:33:27Z,0.83,Сбежал от ТЦК … шок смотрите дальше #fishing #sad #music #horror,Знаете ли вы…,https://www.youtube.com/watch?v=Nh6vGdyvkwQ,
тцк,2025-12-20T22:30:02Z,2.15,Эту собаку боялась ТЦК и Полиция #shorts #shortvideo #viral #youtubeshorts,планета собак ,https://www.youtube.com/watch?v=96XW4NxxVEg,
тцк,2025-12-20T21:50:45Z,0.23, Харків бусифікація ТЦК! Kharkiv busification of the ТСК! ,Санчес,https://www.youtube.com/watch?v=NFvxaaa5T6A,
тцк,2025-12-20T21:35:51Z,0.33,Дніпро ТЦК бусифікація! Dnipro ТСК busification!,Санчес,https://www.youtube.com/watch?v=AUp6PG9pU_0,
тцк,2025-12-20T21:28:39Z,0.83,Сбежал от ТЦК… полный побег #horror #music #film #harrypotter,Blaze_Timer,https://www.youtube.com/watch?v=ZZklHrfAEOQ,
тцк,2025-12-20T21:06:17Z,0.47,Україна бидло ТЦК! Ukraine cattle ТСК!,Санчес,https://www.youtube.com/watch?v=AFc0hMvaHzc,
тцк,2025-12-20T20:33:43Z,1.5,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=Hhrz6cN-FiQ,
тцк,2025-12-20T20:33:22Z,1.03,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=mhhyBF1fV6Q,
тцк,2025-12-20T20:15:14Z,11.88,ЧЕЛЛЕНДЖ 3 ЧАСА НОЧИ ИЩЕМ МАМУ НА СВО!!!(ХОРРОР) | ТЦК РОБЛОКС БРУКХЕВЕН (reupload),PONOS PRODUCTION,https://www.youtube.com/watch?v=sTfhTmxVeQ4,НУБИК И ПРО ИЩЯТ МАМУ В Roblox Brookhaven (РОБЛОКС БРУКХЕВЕН). ЧЕЛЛЕНДЖ 3 ЧАСА НОЧИ ЛАБУБУ ФОНК ...
тцк,2025-12-20T19:44:08Z,0.12,SAFE WAY Безпечний трансфер #законпромобілізацію#мобілізація#тцк #блокпост#трансфер#проїздпоукраїні,SAFE WAY TRANSFER,https://www.youtube.com/watch?v=aYMu5NRvSMo,Замовляй безпечний трансфер по всій території України без страху за своє життя та здоров'я.
тцк,2025-12-20T19:44:37Z,0.12,SAFE WAY Безпечний трансфер #законпромобілізацію#мобілізація#тцк #блокпост#трансфер#проїздпоукраїні,SAFE WAY TRANSFER,https://www.youtube.com/watch?v=uD9OqQnBCRI,Замовляй безпечний трансфер по всій території України без страху за своє життя та здоров'я.
тцк,2025-12-20T19:44:25Z,0.12,SAFE WAY Безпечний трансфер #законпромобілізацію#мобілізація#тцк #блокпост#трансфер#проїздпоукраїні,SAFE WAY TRANSFER,https://www.youtube.com/watch?v=-TEhO6eStvA,Замовляй безпечний трансфер по всій території України без страху за своє життя та здоров'я.
тцк,2025-12-20T19:44:33Z,0.12,SAFE WAY Безпечний трансфер #законпромобілізацію#мобілізація#тцк #блокпост#трансфер#проїздпоукраїні,SAFE WAY TRANSFER,https://www.youtube.com/watch?v=6xwWJPU2jVw,Замовляй безпечний трансфер по всій території України без страху за своє життя та здоров'я.
тцк,2025-12-20T19:44:14Z,0.12,SAFE WAY Безпечний трансфер #законпромобілізацію#мобілізація#тцк #блокпост#трансфер#проїздпоукраїні,SAFE WAY TRANSFER,https://www.youtube.com/watch?v=PSjtYlMpxig,Замовляй безпечний трансфер по всій території України без страху за своє життя та здоров'я.
тцк,2025-12-20T19:40:59Z,0.35,#army #славазсу #ТЦК.#ЗСУ,Слава Волков,https://www.youtube.com/watch?v=On2JFtfFOPI,
тцк,2025-12-20T19:10:29Z,0.77,ТЦК пид@cы?,VANILIY22,https://www.youtube.com/watch?v=D3Iv8HT0KD4,
тцк,2025-12-20T19:00:52Z,0.43,"«Сьомий кілометр роз&#39;їв бус ТЦК в хлам! Одеса, ви боги опору! 💪🔥»",ALL ,https://www.youtube.com/watch?v=k_JBwzNr-Q8,
тцк,2025-12-20T18:59:39Z,0.07,@Bognav  - канал #phonk #phonkmusic #music #audio #slowed #youtube #рек #україна #тцк #ріст #топ,Path_to_discipline,https://www.youtube.com/watch?v=v2qzOdAkZmM,
тцк,2025-12-20T18:40:39Z,0.33,ТЦК відзначились #тестнапсихику #cat #шуточное #про100 #memes #hamster #новости #funny #юмор #cute,Про100%Смех,https://www.youtube.com/watch?v=flTXmkx72TA,ТЦК відзначились #тестнапсихику #cat #шуточное #про100 #memes #hamster #новости #funny #юмор #cuteanimals ...
тцк,2025-12-20T18:00:50Z,9.52,Военные выступили против действий ТЦК -  что произошло?,Слово за Тарасом,https://www.youtube.com/watch?v=baPjJCraHCU,Военные выступили против действий ТЦК - что произошло?
тцк,2025-12-20T17:17:27Z,0.38,Скільки часу на оскарження штрафу? #консультаціяадвоката #тцк #адвокат #київ #розшук #мобілізація,Адвокат Євген Лошаков,https://www.youtube.com/watch?v=ulCzq5XUqv4,
тцк,2025-12-20T16:56:15Z,0.92,#тцк,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=Q6hQ0_5lQWw,
тцк беспредел,2025-12-20T16:54:16Z,3.02,"беспредел тцк,,ушел от погони",Ментос,https://www.youtube.com/watch?v=Bng3eTmEj2g,
тцк,2025-12-20T16:36:25Z,3.7,Житомирські  ТЦК....,Доста  Павлов Павло,https://www.youtube.com/watch?v=y79BrsqkXqI,
тцк,2025-12-20T16:25:22Z,0.53,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=q1QyommBNxE,
тцк,2025-12-20T16:03:43Z,2.98,Прильот шахеду по тцк та сафарі в Україні‼️ #україна #славаукраїні #славазсу #європа #сафарі,Інфа UA ,https://www.youtube.com/watch?v=Og7ACKpRTZo,
тцк,2025-12-20T16:00:00Z,0.18,ТЦК прийшло за чоловіками #shorts #тцк #гумор #ржакадосліз #україна #новини #коміки #вірусне,AI Gone Crazy,https://www.youtube.com/watch?v=-B2-PsiAgx0,ТЦК приїхало в Готель забирати чоловіків! Відео створено з використанням штучного інтелекту на основі оригінального ...
тцк,2025-12-20T14:55:20Z,1.9,«Розшук ТЦК» знімаємо через суд: таймер увімкнено. #консультаціяадвоката,"Адвокат Олена Андреєва, кандидат юридичних наук",https://www.youtube.com/watch?v=g9ivyR-I8b0,
тцк,2025-12-20T14:01:21Z,0.18,ТЦК Депутат сказав правду #shorts #тцк #гумор #ржакадосліз #коміки #україна #новини #вірусне,AI Gone Crazy,https://www.youtube.com/watch?v=hDqVEMSeoyk,Депутат розповів всю правду на запитання журналістів! ⚠️Відео створено з використанням штучного інтелекту на основі ...
тцк,2025-12-20T13:09:28Z,0.07,Переходь в профіль каналу - та дивись! #експеремент #рек #рекомендации #рекомендаціі #тцк #україна,bognav_,https://www.youtube.com/watch?v=yrf-99E337g,
тцк,2025-12-20T13:01:57Z,0.3,#тцк #корупція #корупціявукраїні #новини #війна,КОРУПЦІЯ,https://www.youtube.com/watch?v=x0oh6TOMWuY,
тцк,2025-12-20T13:00:05Z,0.35,💥СИМВОЛІЧНО: Дніпро Європейська Площа ТЦК &quot;ПАКУЮТЬ&quot; Чоловіка,Пильний Дніпрянин,https://www.youtube.com/watch?v=1s4EctVFuVs,"СИМВОЛІЧНО: Дніпро Європейська Площа ТЦК ""ПАКУЮТЬ"" Чоловіка https://youtube.com/shorts/1s4EctVFuVs?feature=share ..."
тцк,2025-12-20T12:50:52Z,0.73,17 років — вже на обліку?  #військовийоблік #ТЦК #мобілізація #Оберіг #РезервПлюс,Ukr Wiew,https://www.youtube.com/watch?v=vyxL9FThQC0,
тцк,2025-12-20T12:46:08Z,13.6,&quot;Лорд&quot; порівнює службу в ТЦК і в бойовій частині,Закарпатський ОТЦК та СП,https://www.youtube.com/watch?v=HpIxCnHRxRY,"Там було простіше. Там у тебе є ціль, є командири, є задачі. Та реальність і тилова реальність взагалі ніяк не стикуються” ..."
тцк,2025-12-20T12:14:30Z,1.88,Дистанційна реальність:як хлопцям уникнути ТЦК через онлайн сферу?,Світло слова ,https://www.youtube.com/watch?v=aSs5Zj4fhGQ,
тцк,2025-12-20T12:10:38Z,1.45,#убд до 25 років можуть отримати 1 мільйон грн #огд #мобілізація #тцк #україна,Юрист-Одеса / Максим Тимурович,https://www.youtube.com/watch?v=_nZc4m1NJYM,
тцк,2025-12-20T12:07:39Z,0.23,"ПОКРОВСЬК, ЧЕКАЄМ ПІДКРІПЛЕННЯ #зсу #новини #тсн #тцк #новиниукраїни #політика #україна",НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=bJl4FqNnSqo,БІЛЬШЕ ІНФОРМАЦІЇ В НАШОМУ ТЕЛЕГРАМ-КАНАЛІ. ПІДТРИМАЙТЕ ПІДПИСКОЮ.
тцк,2025-12-20T12:06:08Z,11.28,Шалений інцидент в ТЦК! Починають жерти самі себе! Виправдання злочинів набирають обертів!,Денис Галандзовський,https://www.youtube.com/watch?v=y8mW0CLCt24,Робота для будівельників в Польщі та Бельгії! Заповни заявку і менеджер надасть всі деталі ...
тцк,2025-12-20T12:00:04Z,0.18,ТЦК прийшло в Готель за чоловіками#shorts #тцк #гумор #ржакадосліз #коміки #україна #новини #вірусне,AI Gone Crazy,https://www.youtube.com/watch?v=a_QihUzH4zs,Тцк військові приїхало в Готель за чоловіками! ⚠️Відео створено з використанням штучного інтелекту на основі ...
тцк,2025-12-20T11:46:41Z,0.17,тцк приколи #sora2 #recommended #гумор #жартиукраїнською,BluesRider,https://www.youtube.com/watch?v=QwD6-jBtKmM,
тцк,2025-12-20T11:30:46Z,0.33,ТЦК ПОЛУЧАЕТ ПО МОРДЕ,Нападение на полицию,https://www.youtube.com/watch?v=hGMTuXrRIeE,"Не забудь про лайк, підписку, коментувати і ділитися. Підтримай канал - 4790729956129043 «Ощадбанк» ..."
тцк,2025-12-20T11:18:57Z,1.43,Від самоскидів зі зброєю до ТЦК: шлях воїна на псевдо «Лорд» 🛡️,Волинський ОТЦК та СП,https://www.youtube.com/watch?v=ougUtnlfcZc,"З 2022 року він бачив війну зсередини: від перших блокпостів Києва, де зброю розвантажували просто з самоскидів, ..."
тцк,2025-12-20T11:15:36Z,1.45,Шлях від добровольця до служби в ТЦК: історія «Лорда» 🛡,Волинський ОТЦК та СП,https://www.youtube.com/watch?v=yEnOBh01vAM,Військовослужбовець поділився своїм бойовим досвідом: Початок у 2022-му: зброя з самоскидів та перші блокпости.
тцк,2025-12-20T11:14:19Z,13.6,Від боїв за Дементіївку до служби в ТЦК: історія воїна на псевдо «Лорд»,Волинський ОТЦК та СП,https://www.youtube.com/watch?v=ERwRvay_GBM,"Військовослужбовець із позивним «Лорд» пройшов шлях, який заслуговує на повагу. У 2022-му він брав зброю прямо з ..."
тцк,2025-12-20T11:10:00Z,0.42,Когда видишь ТЦК и ПОЛИЦИЮ 😂 #shorts #funny #funnyvideo #JUSTRUNRIDER #lol #мем #ржака #тцк #рек,JUST RUN RIDER,https://www.youtube.com/watch?v=1JVoTvctAN4,Что делать когда видишь ТЦК и полицию Ржунемогу Ржал до слёз Ржака мотоконтент мотовлог мотоблог Мото Украина ...
тцк,2025-12-20T10:53:07Z,0.17,#тцк,Нейроні ,https://www.youtube.com/watch?v=z0Zyc8qrPZc,
тцк,2025-12-20T10:24:44Z,11.1,Днепр Взрывы🔥Павлоград без Света🔥ТЦК МОСФИЛЬМ🔥Взрывы Украина🔥Сумы Штурм🔥 Днепр 20 декабря 2025 г.,Барахолка ТВ,https://www.youtube.com/watch?v=WGmO2ycGuCo,пропитание. : rolandofgilead@ukr.net (PayPal)-Международные Переводы Банковская Карта: 4441111066579164 (Украина) ...
тцк,2025-12-20T10:25:55Z,0.53,ДОБРОВОЛЬНАЯ МОБИЛИЗАЦИЯ БЫКАМИ   #тцк #зсу #police #prank #prankvideo #новости #полиция,Одесский Моряк,https://www.youtube.com/watch?v=NpdW0sgjVDo,Почта: odesskymoryak@gmail.com Telegram: https://t.me/OdesskyMoryak ❗❗❗ ВНИМАНИЕ ❗❗❗ Контент размещенный ...
тцк,2025-12-20T10:01:28Z,0.18,ТЦК Вся правда про план #shorts #тцк #гумор #ржакадосліз #україна #новини #коміки #вірусне #відеодня,AI Gone Crazy,https://www.youtube.com/watch?v=tH61c6xxoaA,Начальник говорить на скільки меньше стало людей в Україні! ⚠️Відео створено з використанням штучного інтелекту на ...
тцк,2025-12-20T10:02:33Z,0.12,Тут три буквы ТЦК #memes,Twitch:Dozz_Peredozz,https://www.youtube.com/watch?v=bS3sYoONptE,
тцк,2025-12-20T10:00:07Z,2.6,❌Мобільний Блокпост РОЗМОВА З ТЦК-бійцем,Пильний Дніпрянин,https://www.youtube.com/watch?v=3r1eCkp9u84,Мобільний Блокпост РОЗМОВА З ТЦК-бійцем https://youtube.com/shorts/3r1eCkp9u84?feature=share Ставте та ...
тцк,2025-12-20T09:52:26Z,0.92,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=D5gX2yVHQ-c,
тцк,2025-12-20T09:52:50Z,0.87,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=rnHdyKOsk8g,
тцк,2025-12-20T09:38:13Z,8.1,"Харків piderasu тцк ,,закрий йебало,, матом до чоловіка!!!",ВОЛОНТЕР,https://www.youtube.com/watch?v=RPjA5kJmt_4,
тцк,2025-12-20T09:26:11Z,4.53,ТЦК ПОБИЛИ ПОЛИЦИЮ🤪🤝🤕 БОРЬБА ЗА БАБЛО🤑💰,Евгений Савицкий,https://www.youtube.com/watch?v=ETnepRnDRsA,НОВОСТИ ОТ ВЕТЕРАНА АЙДАР.
тцк,2025-12-20T09:23:25Z,0.92,"У Дніпрі представник ТЦК вирвав з рук жінки телефон, яка знімала силову мобілізацію", WAR in UKRAINE 2022 !,https://www.youtube.com/watch?v=vZwhfEN_MhY,ВСЕМ КТО ХОЧЕТ ПОМОЧЬ ЛЮДЯМ ВЫЖИТЬ : TO EVERYONE WHO WANTS TO HELP PEOPLE SURVIVE: MONOBANK ...
тцк,2025-12-20T09:00:59Z,1.45,Драка между ТЦК и полицией #shorts,FEMIDA NEWS,https://www.youtube.com/watch?v=bd933MniFwI,"Правова допомога в Україні https://femida.kiev.ua Драка между ТЦК и полицией #shorts Бесплатная консультация юриста, ..."
тцк,2025-12-20T08:51:37Z,1.08,"Однажды в ТЦ, встретил ТЦК🤔 #shorts #тцк #украина",PanQy,https://www.youtube.com/watch?v=W_r_V52p6iU,
тцк,2025-12-20T08:04:03Z,0.87,ТЦК збираються запровадити нову схему на зимові свята! Будьте обережні,Очима патріота,https://www.youtube.com/watch?v=VF5pPxhskdg,
тцк,2025-12-20T07:46:57Z,0.17,СЛАВА МУЖНІМ ЗАХИСНИКАМ! #зсу #новини #мобілізація #тцк #новиниукраїни #політика,НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=KXS5lqMwzPo,БІЛЬШЕ ІНФОРМАЦІЇ В НАШОМУ ТЕЛЕГРАМ-КАНАЛІ. ПІДТРИМАЙТЕ ПІДПИСКОЮ.
тцк,2025-12-20T07:40:31Z,3.32,📵 Зйомка ТЦК = ПРОБЛЕМИ? Розбираю по закону. ,Юридичний Щит,https://www.youtube.com/watch?v=19X6KxHzrDk,"ТЦК забороняє зйомку. Але чи мають вони на це право? ⚖️ У відео — коротко і по закону: що дозволено, що ні і коли тебе ..."
тцк,2025-12-20T07:37:56Z,0.17,Буба убегает от ТЦК | 2 часть,Floppa,https://www.youtube.com/watch?v=U1dork8lAlc,
тцк,2025-12-20T07:00:36Z,1.18,#ТЦК#наФронт🫵#,Maxsimus😎,https://www.youtube.com/watch?v=EW0rZfzrKPU,
тцк,2025-12-20T06:46:28Z,0.35,ТЦК: Нова схема мобілізації?  обережно.,Ukraine Daily News ,https://www.youtube.com/watch?v=ASM6PyTjuMY,У мережі обговорюють нову схему мобілізації. Коротко і по суті. #тцк #війна #мобілізація #війнавукраїні #зсу #новини.
тцк,2025-12-20T06:30:06Z,8.3,❗️Нові ЖАХЛИВІ МЕТОДИ ТЦК: Мобілізація без вибору? Тривожні сигнали для чоловіків!,NEWSROOM,https://www.youtube.com/watch?v=q1Qcu41t9gk,Людину зупиняють на вулиці. Перевірка документів. А вже за кілька годин у паперах з'являється фраза: «прибув ...
тцк,2025-12-20T04:29:20Z,0.3,Очень страшная ситуация Человека забрала тцк Его кошка оказывается на улице,Максим Белый,https://www.youtube.com/watch?v=SjcA2Yl1pSU,
тцк,2025-12-20T04:24:03Z,0.45,ТЦК мобілізація України,Павло007,https://www.youtube.com/watch?v=U81l9fX6TUY,
тцк,2025-12-20T04:22:11Z,1.7,ТЦК Поліція Мобілізація України да яке коньчане #славазсу #automobile #police #разомдоперемоги,Павло007,https://www.youtube.com/watch?v=A3-3ww3IdQU,
тцк,2025-12-20T04:04:57Z,1.23,ТЦК Поліція Мобілізація України ТЦК мобілізація,Паштет007,https://www.youtube.com/watch?v=j7H_C5oDTto,
тцк,2025-12-20T02:02:52Z,0.93,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=oiGnrSiCPQE,
тцк,2025-12-19T22:55:10Z,0.93,#новиниукраїни #тцк,ПОВНЕ ВІДЕО С ТЦК ЗА ПОСИЛАННЯМ В ОПИСІ ,https://www.youtube.com/watch?v=_8BrCIjyhQ0,
тцк,2025-12-19T22:32:26Z,0.17,Меня теперь поймали ТЦК! #warthunder #reels #shorts #reels,Vlad Gx WTB,https://www.youtube.com/watch?v=mvFYP_KQyNs,
тцк,2025-12-19T22:01:33Z,0.97,Поліція затримує водія  конфлікт через ремінь та ТЦК,Красовицкий Александр Блог ,https://www.youtube.com/watch?v=mvfsFr_WQ_k,КРАЩЕ ВІДЕО НА КАНАЛІ: https://youtu.be/UXTDibUSAqQ Телеграм.: https://t.me/alexandrkss08 #красовіцькийюрист ...
тцк,2025-12-19T22:00:25Z,1.0,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=4U4nTf3GApA,
тцк,2025-12-19T22:00:05Z,1.02,#тцк #новини,Посилання на повне відео в описі профілю,https://www.youtube.com/watch?v=TON60av8vhA,
тцк,2025-12-19T21:56:50Z,0.55,ТЦК проти Поліції  вони вже б’ються між собою,Красовицкий Александр Блог ,https://www.youtube.com/watch?v=7zsR6iFtAaU,КРАЩЕ ВІДЕО НА КАНАЛІ: https://youtu.be/UXTDibUSAqQ Телеграм.: https://t.me/alexandrkss08 #красовіцькийюрист ...
тцк,2025-12-19T20:37:43Z,0.13,#Україна #Корупція #Влада #ТЦК #справедливість,Тов «Компанія РБ»,https://www.youtube.com/watch?v=2uGschvOzgw,
тцк,2025-12-19T20:11:21Z,0.98,"«Запшикали балонами», - ТЦК крутили чоловіка в Дніпрі. Жінки і підлітки кинулись на військкомів ",Інсайдер,https://www.youtube.com/watch?v=y_2wLk_rhos,тцк #мобілізація #дніпро #ухилянти #зсу.
