query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-09-21T11:34:26Z,0.27,🙄РЕАЛЬНИЙ військовий заступився за хлопця. #бусификация #бусифікація #силова #тцк #поліція #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=y7DZdyP7ncU,
бусификация,2025-09-21T09:17:29Z,0.98,🤬‼️Реалії бусифікованих‼️ #бусификация #бусифікація #силова #тцк #новини #поліція #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=7rlOpcHOzHg,
бусификация,2025-09-21T09:13:06Z,1.08,🤬Відношення до військового в госпіталі #бусификация #бусифікація #силова #тцк #новини #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=rxwdYxMuMag,
бусификация,2025-09-21T02:35:53Z,0.38,🤬Викрадення чоловіка ТЦК. #бусификация #бусифікація #силова #новини #поліція #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=P6lrucrvK4c,
тцк,2025-09-21T02:34:25Z,0.98,🙄&quot;ЗЕ&quot;тушки косять під ТЦК #бусификация #бусифікація #силова #тцк #новини #поліція #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=RVl9GQ1O8bg,
бусификация,2025-09-20T15:45:52Z,14.2,Денис Елисевич. Интервью Киевстонера Дудю: бусификация или мобилизация за деньги?,НЕКОНФОРМИСТ,https://www.youtube.com/watch?v=hPPCg1jI2Kk,"Станьте спонсором канала, и вы получите доступ к эксклюзивным бонусам. Подробнее: ..."
бусификация,2025-09-20T08:31:00Z,0.38,🤬&quot;Оповіщення&quot; так зване. #бусификация #бусифікація #силова #тцк #новини #мобілізація #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=h1Z93_NOwI8,
бусификация,2025-09-20T03:27:45Z,12.87,ВІДМОВИЛИСЯ СЛУЖИТИ У ЗСУ ІЗ ЗА БУСИФІКАЦІЇ. ВІДМОВИЛИСЯ ВІД ПРИСЯГИ.,Олександр Красовіцький юрист ,https://www.youtube.com/watch?v=NdVMt9rkQyQ,"Мій телеграм, переходь підпишись.: https://t.me/alexandrkss08 Мій фейсбук: ..."
бусификация,2025-09-19T17:46:17Z,0.4,🤬Не навчені поліцейські пакують &quot;навченого&quot; цивільного на війну. #бусификация #бусифікація #тцк,Реалії України 🇺🇦,https://www.youtube.com/watch?v=ta6MF-P6SyM,
бусификация,2025-09-19T16:57:25Z,0.93,🤬Пакують прямо в Епіцентрі. #бусификация #бусифікація #силова #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=yPJr5Et67h4,
бусификация,2025-09-19T13:41:08Z,0.1,🤬За спробу завадити беззаконню ТЦК заливають газом. #бусификация #бусифікація #силова #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=aK5yEjloq5U,
