query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2026-04-05T07:02:25Z,0.23,ТЦК везуть на фронт😁 #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=QLshygjVn68,
бусификация,2026-04-05T04:00:00Z,1.63,Бусификация усиливается,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=sU_-iPiNMaI,"Я могу разобрать вашу ситуацию и дать консультацию, а также предоставить другую правовую помощь. В 80% случаев ..."
бусификация,2026-04-04T20:08:24Z,1.17,В Виннице «бусификация» обернулась серьёзным инцидентом и потерями среди сотрудников ТЦК,M_GUR,https://www.youtube.com/watch?v=xWZ67QRpEz8,Военнослужащие роты охраны ТЦК ЗСУ вместе с полицией остановили мужчину для проведения «бусификации».
тцк,2026-04-04T17:12:39Z,0.43,В ТЦК не має військових⁉️ #бусификация #бусифікація #бусификация #тцк,ЗлийКіт,https://www.youtube.com/watch?v=eOMpLGVQNa4,
тцк беспредел,2026-04-04T09:55:22Z,1.0,ТЦК Самооборона | CCCS Self-defence #shorts #тцк #прикол #юмор #беспредел #криминал #бусификация,Sensor all world,https://www.youtube.com/watch?v=wn24vuDCBOM,
бусификация,2026-04-03T18:45:00Z,10.4,Когда закончится &quot;бусификация&quot;: Длигач о об иностранцах в ЗСУ вместо массовой мобилизации,Yuriy Romanenko,https://www.youtube.com/watch?v=a77_iRDCUkc,Известный футуролог и стратег Андрей Длигач вместе с экспертами Анатолием Амелиным и Виктором Куртевым ...
бусификация,2026-04-03T14:00:22Z,0.33,Мужик херачить ТЦКашників😁 #бусификация #бусифікація #новини,ЗлийКіт,https://www.youtube.com/watch?v=DtR3HEsIEnU,
бусификация,2026-04-03T07:00:27Z,2.62,БЕСПРЕДЕЛЬНАЯ МОБИЛИЗАЦИЯ: «Бусификация — это черная страница в истории Украины» — Денис ЕЛИСЕВИЧ,Yelisevych TV,https://www.youtube.com/watch?v=fYnRsj7M_RQ,"Жесткая правда о беспределе на улицах и циничных заявлениях политиков, которую пытаются скрыть от народа! В эфире ..."
бусификация,2026-04-03T04:01:00Z,0.23,За кермом бурят?🤔 #бусификация #бусифікація #новини #news,ЗлийКіт,https://www.youtube.com/watch?v=pk775EH9T-U,
бусификация,2026-04-02T15:38:42Z,0.87,Добровольная мобилизация в Украине ТЦК ВСУ полицаи фашисты воруют людей национальная бусификация,AUTOCHECK,https://www.youtube.com/watch?v=60Ebg5DL9Vw,
бусификация,2026-04-02T08:48:16Z,8.6,БУСИФИКАЦИЯ В УКРАИНЕ. Самые жёсткие моменты №3 (2026),Недомобилизованный Украинец,https://www.youtube.com/watch?v=u1RPhIj4zF4,"Очередная подборка, которая уже стала доброй традицией. Перед вами третий выпуск за 2026 самых жёстких эпизодов ..."
тцк,2026-04-02T06:09:14Z,0.27,Одеса #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=tCtMsczgQ1s,
тцк,2026-04-01T21:39:37Z,0.88,"ТЦК Бусификация, Награда | CCCS Busification Award #shorts #тцк #бусификация #юмор #прикол",Sensor all world,https://www.youtube.com/watch?v=IcaZGzdT5P4,
тцк,2026-04-01T04:04:27Z,0.98,РЕФОРМА ТЦК #тцк #мобилизация #бусификация #украина,ПОЛИТКУХНЯ,https://www.youtube.com/watch?v=7yUXL6jVtnQ,
бусификация,2026-03-31T19:37:06Z,0.28,"ТЦК продовжують бити жінок, пока їх чоловіки воюють. #бусификация #бусифікація #новини",ЗлийКіт,https://www.youtube.com/watch?v=M1kP2KE-YU8,
бусификация,2026-03-31T18:42:29Z,0.28,"ЗАТО В УКРАИНЕ БУСИФИКАЦИЯ, - ГОВОРИЛИ ОНИ",ekzuperi,https://www.youtube.com/watch?v=ERcVMGPbRF0,
бусификация,2026-03-31T12:56:46Z,0.52,ЗА ЧТО ТЫ ВОЮЕШЬ? #украина #россия #мобилизация #бусификация #тцк #война,ПОЛИТКУХНЯ,https://www.youtube.com/watch?v=qeFhnroy25I,
тцк,2026-03-31T05:45:31Z,0.68,Начало бусификация женщин! #тцк #ухилянт,Михаил Исследователь,https://www.youtube.com/watch?v=zdYtISQjX60,
тцк,2026-03-31T04:05:01Z,0.67,МОБИЛИЗОВАТЬ 2 МИЛЛИОНА #украина #война #мобилизация #бусификация #тцк #азаров,ПОЛИТКУХНЯ,https://www.youtube.com/watch?v=8OU9e3htsQ8,
