query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2026-02-21T05:30:23Z,8.58,ФУТБОЛИСТ ВЛЕЗ В ДРАКУ С ТЦК! БУСИФИКАЦИЯ НА УЛИЦАХ! ЭТО ПРОСТО ******! ЧТО СЛУЧИЛОСЬ?,5 канал,https://www.youtube.com/watch?v=p_6koJqHCC0,Патреон: https://patreon.com/projects5 Долучайтеся до збору на рації для ЗСУ: https://send.monobank.ua/jar/5AEPyNCvkG ...
бусификация,2026-02-19T12:16:01Z,11.63,"Бусификация: тема, о которой молчит Запад, но кипит Украина.",TV CHANNEL BY DMITRY RUDNEV,https://www.youtube.com/watch?v=HU1AjQGHUAs,"В этом видео — почему тема бусификации стала запретной для западных медиа, что с легальной точки зрения не так с ..."
бусификация,2026-02-19T08:08:03Z,2.05,С Одессы началась самая страшная бусификация. Рулит Одессой Кипер - ставленник синагоги Зеленского.,Іншими словами ,https://www.youtube.com/watch?v=a81Jh6KBipw,
бусификация,2026-02-19T05:53:43Z,1.45,ВЕЧНАЯ ВОЙНА И БУСИФИКАЦИЯ? #украина #война #бусификация #тцк #зсу #зеленский #россия #путин,ПОЛИТКУХНЯ,https://www.youtube.com/watch?v=-0dLXKEbGrs,
бусификация,2026-02-18T17:02:19Z,5.38,БУСИФИКАЦИЯ ЭТО СИСТЕМНОЕ ЯВЛЕНИЕ,АНДРЕЙ ЛУГАНСКИЙ НАРЕЗКИ,https://www.youtube.com/watch?v=MA-1NfcgZjE,АНДРЕЙ ЛУГАНСКИЙ БУСИФИКАЦИЯ ЭТО СИСТЕМНОЕ ЯВЛЕНИЕ.
бусификация,2026-02-18T14:20:15Z,1.3,Довіри до ТЦК і справедливої мобілізації не буде.#новини #бусификация #бусифікація ,ЗлийКіт,https://www.youtube.com/watch?v=v1AZNlj0exg,
тцк,2026-02-18T10:12:47Z,8.58,🤬П*ЗДЕЦ! ФУТБОЛИСТ ВЛЕЗ В ДРАКУ С ТЦК! БУСИФИКАЦИЯ НА УЛИЦАХ! ЭТО ПРОСТО ******! ЧТО СЛУЧИЛОСЬ?,Алексей Гончаренко,https://www.youtube.com/watch?v=VoB1mP9xncw,"Футболіст Колоса Данил Колеснік вдарив ТЦКашника, який намагався мобілізувати чоловіка у якого три дитини. Я проти ..."
бусификация,2026-02-17T20:47:16Z,1.4,Бусификация уже касается и женщин!,Правовое Государство,https://www.youtube.com/watch?v=Do6X4KFWWeA,Авторы категорически осуждают любое нарушение законов Украины и прав человека. А также выступают против призывов ...
бусификация,2026-02-17T16:29:39Z,1.1,Бусификация,НЕ БУДЬ СКОТОМ / Николаев,https://www.youtube.com/watch?v=4pmkAQ4XEgA,
бусификация,2026-02-17T13:30:38Z,0.12,Не стримав ємоцій. #бусификация #бусифікація #новини #тцк #news,ЗлийКіт,https://www.youtube.com/watch?v=ouBu5DR7Fps,
бусификация,2026-02-17T10:42:48Z,11.63,"Бусификация: тема, о которой молчит Запад, но кипит Украина",Кофе с Любарским,https://www.youtube.com/watch?v=5SzTBIG1Lz4,Полный новостной выпуск: https://youtu.be/f5zvFI5SUcc В этом видео — почему тема бусификации стала запретной для ...
бусификация,2026-02-17T08:58:14Z,7.35,бусификация,paxsilicatsmc,https://www.youtube.com/watch?v=hMo5xKMCY-k,
бусификация,2026-02-16T18:05:53Z,0.97,Чатрулетка Украина – Специалист По Бусификации #чатрулетка #украина #бусификация #война #рашка,MadLands: Onslaught,https://www.youtube.com/watch?v=twq8e0NAQ_k,Женщина из Украины о бусификации и донатах ТГ: https://t.me/madlandss Поддержать проект: ...
бусификация,2026-02-16T16:03:43Z,2.38,😁 #voxveritatis #тцк #бусификация,fluxthetadata,https://www.youtube.com/watch?v=vvtK3MZtxBM,
бусификация,2026-02-16T08:06:57Z,0.67,Днепр.Бусификация прямо на АЗС.,Против тебя,https://www.youtube.com/watch?v=CvFDODCeDMQ,
бусификация,2026-02-16T03:00:29Z,8.97,БУСИФИКАЦИЯ! Истоки. Причины. Последствия.,Нур Исмаил,https://www.youtube.com/watch?v=H7bqK7wODiI,Реквизиты и ссылка для поддержки: https://www.donationalerts.com/r/nur_ismail ВНИМАНИЕ! Все комментарии ...
бусификация,2026-02-21T05:00:36Z,0.33,"Бусифікують, хоч і документи є. #бусификация #бусифікація #новини #тцк #news",ЗлийКіт,https://www.youtube.com/watch?v=WPPZxFZ2tcI,
