query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2026-03-08T09:40:15Z,1.37,Сказка.Зачем БУСИФИКАЦИЯ?,Наедине с ТАРО,https://www.youtube.com/watch?v=e_ibOhVtdwY,
бусификация,2026-03-08T09:14:55Z,1.37,Сказочка.Дл чего нужна бусификация?,Наедине с ТАРО,https://www.youtube.com/watch?v=xZ_798kgkSU,
тцк,2026-03-08T07:30:29Z,0.35,БУСИФИКАЦИЯ: люди дали отпор ТЦК и ментам,Недомобилизованный Украинец,https://www.youtube.com/watch?v=srvzk2sXBSU,Украинцы всё чаще дают отпор людоволам. Всех уже в край задолбала эта незаконная бусификация и беспредел!
бусификация,2026-03-08T06:00:37Z,0.92,Бидло мусору не дали викрасти людину😎 #бусифікація #бусификация #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=hDzcjB377A4,
бусификация,2026-03-07T20:24:46Z,9.27,Россия нанесла мощные удары ракетами по украинской инфраструктуре. Бусификация на марше.,РадиоГлас,https://www.youtube.com/watch?v=JlJcqbg3eyg,"Украина, события в Украине, боевые действия в Украине, битва за Украину, война в Украине, украинская армия, ..."
бусификация,2026-03-07T15:41:35Z,1.18,Чатрулетка – Кіт Лекс Людоед Оправдывает Бусификацию #madlands #чатрулетка #бусификация #война,MadLands: Onslaught,https://www.youtube.com/watch?v=JUWB-Srf6wk,Украинский Потужный Блогер Людоед Продолжает Оправдывать Бусификацию.
бусификация,2026-03-07T15:01:28Z,0.55,Запам&#39;ятовуйте обличчя катів українського народу #бусифікація #бусификация #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=zAhdEY5ZuKQ,
тцк беспредел,2026-03-07T11:01:19Z,5.07,Сотрудники полицаи крутят невинного человека | БЕСПРЕДЕЛ ТЦК | Бусификация,Бусификация,https://www.youtube.com/watch?v=qnf2rscI35w,Стали свидетелем превышения полномочий или незаконного задержания? Присылайте свои видео нам (гарантируем ...
бусификация,2026-03-07T07:00:07Z,0.08,А воювати не має кому кажуть вони ... #бусификация #бусификация #бусифікація #новини #тцк,Реалії України 🇺🇦,https://www.youtube.com/watch?v=CvxHHC_9l2I,
бусификация,2026-03-07T05:01:04Z,0.23,Невідомі викрадають прямо з дому🤯 #бусифікація #бусификация #новини #тцк #news,ЗлийКіт,https://www.youtube.com/watch?v=z16IGfNUKPM,Їм вже всерівно на недоторканість вашого житла. Їм дали повний карт-бланш на бусифікація без наслідків...
бусификация,2026-03-07T04:54:45Z,1.43,Бусификация по американски,Arhivarius,https://www.youtube.com/watch?v=Txf8ReKKH_Q,
тцк беспредел,2026-03-06T23:57:37Z,3.3,ТЦК волоком тащат мужчину. Женщина пытается помочь. БЕСПРЕДЕЛ ТЦК | Бусификация,Бусификация,https://www.youtube.com/watch?v=POG9srIe_8Q,Стали свидетелем превышения полномочий или незаконного задержания? Присылайте свои видео нам (можно ...
бусификация,2026-03-06T22:20:20Z,0.2,В Украине бусификация проходит по плану,Обманутый украинец,https://www.youtube.com/watch?v=Xuyb6umgYig,
бусификация,2026-03-06T15:00:56Z,0.23,На очах у дітей... #бусифікація #бусификация #тцк #новини,ЗлийКіт,https://www.youtube.com/watch?v=Wn8nEQHkW2M,
бусификация,2026-03-06T08:15:01Z,0.32,Навіть побачити бусифікованого не дають... #бусификация #бусифікація #новини #тцк #силова,Реалії України 🇺🇦,https://www.youtube.com/watch?v=mc5QJYzJ1gs,
бусификация,2026-03-06T05:01:09Z,1.15,Важливо для ознайомлення!!! #бусифікація #бусификация #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=xEGMMKEjIR8,
бусификация,2026-03-05T15:00:18Z,0.23,Це ж як треба ненавидіти людей... #бусифікація #бусификация #новини #news,ЗлийКіт,https://www.youtube.com/watch?v=C94JW9vjR3Y,
бусификация,2026-03-05T05:00:04Z,0.75,Спинили військового. #бусифікація #бусификация #тцк #новини,ЗлийКіт,https://www.youtube.com/watch?v=3w08m3DzY5o,
тцк беспредел,2026-03-04T15:04:52Z,0.98,ПОЧЕМУ ДЕПУТАТЫ БОЯТСЯ ТЦК? 🪖 КРАХ «КАСТЫ НЕПРИКАСАЕМЫХ» В 2026 ГОДУ,Michael Woke - inside,https://www.youtube.com/watch?v=nDs9DKyxNyE,Вся изнанка новых мобилизационных планов и реальные цифры облав по городам — в моем Telegram-канале: ...
