query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-08-03T10:47:44Z,1.07,🙄Одеська область. Знайшли ще одного добровольця. #бусификация #силова #поліція #тцк #бусифікація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=FotNIW5MQjs,
бусификация,2025-08-03T08:47:46Z,0.62,🙄Про мобілізацію лікарів. #силова #бусификация #поліція #тцк #бусифікація #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=UfILekxV90k,
бусификация,2025-08-02T09:42:08Z,0.28,🤬Одеса. ТЦК. Знову когось катують... #силова #бусификация #поліція #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=Ao0MFd70hLI,
бусификация,2025-08-02T07:49:46Z,0.18,😁Коли ти постійно на варті... #силова #бусификация #поліція #бусифікація #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=tYN6k5qtzeM,
бусификация,2025-08-02T05:43:37Z,0.68,🤬Луцьк. Знову беззаконня. #силова #бусификация #поліція #бусифікація #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=S_nciziTcso,
бусификация,2025-08-02T02:05:04Z,0.4,🙄Вінниця. Реакція людей на дії ТЦК. #бусификация #силова #поліція #бусифікація #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=6KjNRaSFnsY,"Вінниця. Після масових затримань ТЦКашніками людей на стадіоні ""Локомотив"", люди прийшли до ТЦК визволяти ..."
бусификация,2025-08-02T01:45:09Z,0.27,🙄Вінниця. Протести біля ТЦК #силова #бусификация #поліція #бусифікація #мобілізація #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=r56VHMc2hGI,
бусификация,2025-08-01T12:04:42Z,0.13,🙄ХЕРої тилу... #силова #бусификация #тцк #поліція #бусифікація #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=L-0-0RbzlYc,
бусификация,2025-08-01T06:49:06Z,0.82,🤨Ковель.Запаковали велосипедиста #силова #бусификация #тцк #поліція #бусифікація #мобілізпція#ноаини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=B1W-eJ6eNCY,
тцк,2025-07-31T22:32:03Z,1.77,Бусификация ТЦК в Украине - большие деньги #украина #тцк #бусификация #мобилизация #мировойпорядочек,Кузьмин. Глобальная Аналитика,https://www.youtube.com/watch?v=VHiEfESFAaM,
бусификация,2025-07-31T17:11:39Z,10.67,Днепр Взрывы🔥Кладбище в Центре🔥Бусификация по Плану🔥ДРГ Хватают Мужчин🔥Беспредел ТЦК 31 июля 2025 г.,Барахолка ТВ,https://www.youtube.com/watch?v=mJtWVjMj5gM,поездку в Молдову : rolandofgilead@ukr.net (PayPal)-Международные Переводы Банковская Карта: 4441111066579164 ...
бусификация,2025-07-31T16:34:31Z,0.37,😎Одеса. Чоловік допоміг накивати п&#39;ятами#силова #бусификация #поліція #тцк #бусифікація #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=oaWBzVfrq_8,
бусификация,2025-07-31T11:07:03Z,1.08,🙄Військовий який був на війні не піде служити в ТЦК-каже військовий #бусификация #поліція #силова,Реалії України 🇺🇦,https://www.youtube.com/watch?v=cncL7Xp3FIM,
