query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-12-14T10:50:25Z,0.5,Чергове ІПСО в Харкові. Бусификация не вдалась. А так бажали забусярити...., WAR in UKRAINE 2022 !,https://www.youtube.com/watch?v=2f7wX1OW9IQ,ВСЕМ КТО ХОЧЕТ ПОМОЧЬ ЛЮДЯМ ВЫЖИТЬ : TO EVERYONE WHO WANTS TO HELP PEOPLE SURVIVE: MONOBANK ...
бусификация,2025-12-14T05:30:34Z,0.23,ТЦК з собаками ловлять людей 😳Підпишись🔥підтримай  поширення #бусификация #бусифікація,ЗлийКіт,https://www.youtube.com/watch?v=nwwCzr8u8Fs,
бусификация,2025-12-13T17:51:13Z,0.97,😱 БУСИФИКАЦИЯ ДНЕПР #украина #тцк #тцксп #бесприделтцк #мобилизация #людоловы,Doroga Netuda,https://www.youtube.com/watch?v=e4rT_g3I_TI,
бусификация,2025-12-13T05:30:25Z,0.53,ТЦК наклали в штани😎.Підпишись🔥підтримай поширення #бусификация #бусифікація #news #новини,ЗлийКіт,https://www.youtube.com/watch?v=onmUB_c6t8A,
бусификация,2025-12-12T21:15:46Z,0.9,🔥СВИТАН: НУЖНО ПРЕКРАТИТЬ БУСИФИКАЦИЮ!!! #украина #свежиеновости #новости #война #бусификация,Audio NEWS CHANNEL ,https://www.youtube.com/watch?v=m3YoKMXVpqI,
бусификация,2025-12-12T07:25:57Z,1.28,бусификация,Не свисти,https://www.youtube.com/watch?v=LTRhXoWcXgU,
бусификация,2025-12-12T04:30:13Z,0.37,Поліція переоцінила свої сили та повноваження😎Підпишись🔥підтримай поширення #бусификация#бусифікація,ЗлийКіт,https://www.youtube.com/watch?v=INuml1eQYsM,
бусификация,2025-12-12T04:16:35Z,0.77,&quot;Добровольная&quot; бусификация прямо с работы! #тцк #войнавукраине2025 #зеленский,БусификаторUA,https://www.youtube.com/watch?v=Jodt8SU_bcQ,
бусификация,2025-12-10T19:19:10Z,5.93,СТОП БУСИФИКАЦИЯ!!! ✋️ 🛑 ЛЮДОЛОВЫ ИЗ ЛЬВОВСКОГО ТЦК😡😡😡,Евгений Савицкий,https://www.youtube.com/watch?v=GK32Vs8qSw0,ПРАВДА ОТ ВЕТЕРАНА АЙДАР https://youtube.com/channel/UCajuYd9eZYV27ZIqEIHWXQQ?si=0C8LsLpLiUswDZxu ...
бусификация,2025-12-10T16:06:11Z,1.25,🤬Влада знову показала своє лице‼️ #бусификация #бусифікація #тцк #силова,Реалії України 🇺🇦,https://www.youtube.com/watch?v=6WEbhBmJTKE,
бусификация,2025-12-10T15:32:25Z,0.27,Менты и ТЦК: классическая бусификация,Недомобилизованный Украинец,https://www.youtube.com/watch?v=9w82L6yyb7s,"Типичный пример незаконной мобилизации. Посмотрите! На что только они не готовы, чтобы самим не идти на фронт."
бусификация,2025-12-10T04:30:34Z,1.25,Одеса.Люди проти ТЦК.Частина #2. Підпишись🔥підтримай поширення #бусификация #бусифікація,ЗлийКіт,https://www.youtube.com/watch?v=cyD51jX8dtc,
бусификация,2025-12-09T05:55:00Z,1.47,НЕЗАКОННАЯ БУСИФИКАЦИЯ В КАМЕНСКОМ,POLITYK UA,https://www.youtube.com/watch?v=XNxJkievmUw,
бусификация,2025-12-09T04:30:37Z,0.27,Одеса.Люди проти ТЦК.Частина#1.Підпишись🔥підтримай поширення #бусификация #бусифікація,ЗлийКіт,https://www.youtube.com/watch?v=lyX4d9RiItM,
бусификация,2025-12-08T23:25:24Z,5.72,TЦК в Украине - принудительная бусификация,Euro - Intelligence,https://www.youtube.com/watch?v=bIj9jTgVC2E,Стань курьером! - Свободный график - Локация для работы на выбор - Еженедельная оплата на карту! Ссылка: ...
бусификация,2025-12-08T04:30:01Z,0.57,Ось різниця між ТЦК і реальними військовими‼️Підпишись🔥підтримай поширення #бусификация #бусифікація,ЗлийКіт,https://www.youtube.com/watch?v=1K2FcgdOIAk,
тцк,2025-12-14T11:42:48Z,0.47,"Інтервью Дмитра Коляденко про війну і ТЦК, військовий облік в Україні",UAN News,https://www.youtube.com/watch?v=enk9HZXNTBg,"Інтервью Дмитра Коляденко про війну і ТЦК, військовий облік в Україні. #Україна #війна #ТЦК #Коляденко #облік."
тцк,2025-12-14T11:29:57Z,2.22,ТЦК ГРЕБУТ ВСЕХ... #украина #тцк #война #армия,ПОЛИТКУХНЯ,https://www.youtube.com/watch?v=oBvinxnCU4M,
тцк,2025-12-14T10:01:32Z,0.18,ТЦК прийшли за Сергієм #shorts #тцк #гумор #коміки #ржакадосліз #новини #україна #вірусне #відеодня,AI Gone Crazy,https://www.youtube.com/watch?v=oz_WRBvNqOk,Працівники ТЦК прийшли в українське село шукати Сергія ! ⚠️ Відео створено з використанням штучного інтелекту на ...
тцк,2025-12-14T10:00:41Z,0.12,"Лубінець: ТЦК — не вороги, справжній ворог — РФ #Україна #Лубінець #ТЦК #РФ #Війна #ЗСУ #новини",Публіцист,https://www.youtube.com/watch?v=QW_JNFL5-r4,"Дмитро Лубінець наголосив, що територіальні центри комплектування (ТЦК) не є ворогами України. Єдиний ворог — росія."
тцк,2025-12-14T06:33:00Z,0.93,ТЦК ВЖЕ ПОЧАЛИ ПАКУВАТИ ДІТЕЙ,POLITYK UA,https://www.youtube.com/watch?v=rNiO3Gqqse0,
тцк,2025-12-14T05:00:01Z,2.95,Ни в коем случае не доверяйте им на слово #тцк #адвокат #полиция,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=0kTvduGV1aE,
тцк,2025-12-14T02:39:53Z,10.35,УКРАЇНЦІ ПРОТИ ТЦК У МАРШРУТЦІ  СКАНДАЛ РОКУ,Красовицкий Александр Блог ,https://www.youtube.com/watch?v=mx72lGwtV0M,КРАЩЕ ВІДЕО НА КАНАЛІ: https://youtu.be/UXTDibUSAqQ Телеграм.: https://t.me/alexandrkss08 #красовіцькийюрист ...
тцк,2025-12-14T01:37:08Z,0.57,ТЦК чи бандити в балаклавах? У чому різниця?,Олександр Красовіцький юрист ,https://www.youtube.com/watch?v=FxUwulb5qEY,"Гостра дискусія розгортається навколо дій певних осіб, які, прикриваючись законом, вдаються до методів, що викликають ..."
тцк,2025-12-14T01:37:06Z,0.53,"Діти кричать: &quot;Ховайся, ТЦК!&quot; — Чому військові ненавидять носити форму в тилу?",Олександр Красовіцький юрист ,https://www.youtube.com/watch?v=rImbFhVt5uc,"Напруга, що відчувається навіть у тилу. Один із захисників відверто розповідає про свою нелюбов до носіння форми у Києві, ..."
