query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-10-05T19:25:51Z,8.02,Бусификация в Украине и почему закончились добровольцы? Кто виноват? - отвечает Гари Табах | Tabach,Rmediaproduction,https://www.youtube.com/watch?v=t5rT2tlscK0,"Гари Юрий Табах @garyyuritabach9560 - первый выходец из СССР, ставший офицером вооруженных сил США. Один из ..."
бусификация,2025-10-05T18:51:22Z,3.0,💪 Скоряки Отбили Пару От Бусификации 🔥 #тцк #тцксп #тцктасп #бусификация #полиция,Правовое Государство,https://www.youtube.com/watch?v=wNM4ng9DJtU,"Станьте спонсором канала, и вы получите доступ к эксклюзивным бонусам. Подробнее: ..."
бусификация,2025-10-05T12:45:50Z,0.6,🤯ТЦК бусифікували кота‼️,Реалії України 🇺🇦,https://www.youtube.com/watch?v=g9T_rb28o7Q,бусификация #бусифікація #силова #тцк #поліція #новини #мобілізація #новиниукраїни #военкомат.
бусификация,2025-10-05T09:33:41Z,0.15,"бусификация москвичей, на россии мобилизация украинским ТЦК",MihaSok,https://www.youtube.com/watch?v=DoiWXzUrQKw,CapCut Это классное видео сделано в CapCut. Опробуйте это приложение по ссылке: capcut.com/tools/desktop-video-editor.
бусификация,2025-10-05T02:40:21Z,0.37,🙄Час розплати прийде... #бусификация #бусифікація #тцк #силова #поліція #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=0n7hwH9rph4,
тцк,2025-10-04T14:26:34Z,2.27,🤬Дніпро.ТЦКашніки знущаються над цивільним‼️ #бусификация #бусифікація #силова #тцк #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=Bpof42_Tw_Q,
бусификация,2025-10-04T14:22:39Z,1.03,🤬Нам скажуть що це все ІПСО‼️ #бусификация #бусифікація #тцк #силова #поліція #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=-CwT4FAx5-U,
бусификация,2025-10-04T02:34:46Z,0.18,🤬Київ.ТЦКашнік викрадає цивільного.Підпишись❤щоб знати більше #бусификация #бусифікація #тцк #силова,Реалії України 🇺🇦,https://www.youtube.com/watch?v=QICJc2CBKhc,"ДИСКЛЕЙМЕР‼️ Цей канал створино виключно з інформативною, освітньою та аналітичною метою. Весь контент слугує ..."
бусификация,2025-10-03T16:04:23Z,11.8,"Украина, бусификация, ТЦК. Разговор по душам.",Rustam,https://www.youtube.com/watch?v=A5gvh4tKIks,Мой FB www.facebook.com/profile.php?id=100088369853373.
бусификация,2025-10-03T10:47:12Z,0.5,🤬Львів.В нас рабство є?.. #бусификация #бусифікація #силова #тцк #поліція #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=Sj01PdEwJDs,
бусификация,2025-10-03T07:26:37Z,0.22,🤬Ось кого бусифікують‼️ #бусификация #бусифікація #тцк #силова #поліція #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=poPX8A1hQ-Y,
бусификация,2025-10-02T07:40:09Z,0.37,"🤬Якщо вони нехтують законом, чому ми маємо його дотримуватись? #бусификация #бусифікація #тцк",Реалії України 🇺🇦,https://www.youtube.com/watch?v=jakjs8McRRE,
бусификация,2025-10-02T03:16:37Z,0.5,🤬Дніпро.Викрадення 24/7 #бусификация #бусифікація #силова #тцк #новини #поліція #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=vFn0jMAfhNE,
бусификация,2025-10-01T18:29:30Z,1.13,&quot;бусифікація&quot;: показуха що шкодить ЗСУ #горбатюк #зсу #бусифікація #новини #новинионлайн #shotrs,Спецпроєкти Сергія Мамаєва,https://www.youtube.com/watch?v=kmWE-YrmwmI,
бусификация,2025-10-01T14:01:34Z,0.63,У Чернігові Затриманий Просто Виліз Через Задні Двері Бусіка! #мобілізація,Пильний Дніпрянин,https://www.youtube.com/watch?v=ssIwzzR59DE,PoliceofDnipro У Чернігові Затриманий Просто Виліз Через Задні Двері Бусіка! #мобілізація #тцк #пильнийдніпрянин ...
бусификация,2025-10-01T10:14:51Z,0.57,💪Не байдужі люди допомогли завадити беззаконню‼️ #бусификация #бусифікація #силова #тцк #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=aK7Yh3qiueQ,
бусификация,2025-10-01T07:54:44Z,0.27,🤬Дніпро.Похід до нотаріуса закінчився сумно. #бусификация #бусифікація #силова #тцк #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=FgaUHspgRBY,
бусификация,2025-10-01T06:10:56Z,0.82,Бусификация 🤬,ОБО ВСЕМ,https://www.youtube.com/watch?v=glfwP6FWoJU,Мой ТК - ШО ТАМ У НАС https://t.me/wotamynas Бусификация #полиция #тцк #мобилизация #мобилизация #новости ...
бусификация,2025-09-30T19:13:41Z,0.45,"Утренний Кривой Рог, ЮГОК. Бусификация", WAR in UKRAINE 2022 !,https://www.youtube.com/watch?v=H5ObbhcvQ50,ВСЕМ КТО ХОЧЕТ ПОМОЧЬ ЛЮДЯМ ВЫЖИТЬ : TO EVERYONE WHO WANTS TO HELP PEOPLE SURVIVE: MONOBANK ...
тцк,2025-09-30T14:30:49Z,0.42,🤬Тернопіль.Запакували інваліда‼️ #бусификация #бусифікація #силова #тцк #поліція #новини#мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=PoPp9Rk2_2s,
бусификация,2025-09-30T12:36:37Z,0.13,🤬Кривий Ріг.ЗЕтушки пакують цивільного. #бусификация #бусифікація #силова #тцк #поліція #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=lhnL_OL7yhg,
тцк,2025-09-30T11:00:59Z,11.12,Жесткая расправа: власть карает тюрьмой за критику ТЦК и правду о бусификации,Тарас Никифорчук,https://www.youtube.com/watch?v=_DINKvRQivo,Мой телеграм канал подпишитесь https://t.me/TarasOdessa E-mail: odessa-urist@ukr.net 00:00 Вступление. Анонс темы ...
бусификация,2025-09-29T15:44:38Z,0.4,🤬Київ‼️Поліція ногами б&#39;є чоловіка‼️ #бусификация #бусифікація #силова #тцк #поліція #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=gwNYN1awFPc,
бусификация,2025-09-29T11:21:32Z,1.17,🤯Поліцейскі-людолови обісралися та тікають‼️ #бусификация #бусифікація #силова #тцк #поліція,Реалії України 🇺🇦,https://www.youtube.com/watch?v=1noGAwmN6vs,
бусификация,2025-09-29T09:25:11Z,0.17,🙄Головне план відлову‼️ #бусификация #силова #тцк #поліція #новини #бусифікація  #новиниукраїни,Реалії України 🇺🇦,https://www.youtube.com/watch?v=i6ishji4Mos,
бусификация,2025-09-29T07:33:05Z,0.2,🤬Київ. #бусификация #бусифікація #силова #тцк #поліція #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=XmDVS_LpGGw,
