query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-11-29T21:30:25Z,1.58,Одесса. Бусификация пошла не по плану,O_O,https://www.youtube.com/watch?v=YX7-uoSeOHg,
бусификация,2025-11-29T18:46:29Z,0.85,Отбили у тцк . бусификация пошла не по плану .,Виталий Коваленко,https://www.youtube.com/watch?v=4sv24tFQAec,
бусификация,2025-11-29T12:36:01Z,0.55,Бусификация салатницы,КОТЫ  МОЛДАВАНКИ,https://www.youtube.com/watch?v=DqTeTSenFS8,
бусификация,2025-11-29T09:00:16Z,6.0,Агрызков Дмитрий Валерьевич 66 ОМБр #бусификация #война #зсу #пленныевсу #лиман #всу,Устами ПЛЕННОГО,https://www.youtube.com/watch?v=7ijzVraG0w8,Интервью пленного военнослужащего 66 ОМБр #бусификация #война #зсу #пленныевсу #лиман #всу.
бусификация,2025-11-29T07:03:17Z,0.07,МОБИЛИЗАЦИЯ АНДРЕЯ ЕРМАКА? #ермак #зеленский #мобилизация #бусификация #новости #украина #новини,За терриконами,https://www.youtube.com/watch?v=c5saJhtd7wc,"После новостей об увольнении главы ОП Украины Андрея Ермака, изданию New York Post Андрей Ермак признался что ..."
бусификация,2025-11-28T08:37:40Z,2.72,№5&quot;БУСИФИКАЦИЯ&quot;. #музыка #музыкальность #музика #музыкаонлайн #мелодиипесни#music#топ#гитараонлайн,АНДРОИД ВЕТЕР,https://www.youtube.com/watch?v=0RUbs8q28pc,"Пришла в страну мобилизация, Звенит,гудит сигнализация, И все одели сразу форму, Такой наряд вошёл уж в норму."
бусификация,2025-11-27T06:02:53Z,0.15,А кажуть воювати не має кому...Підпишись🔥підтримай поширення #бусификация #бусифікація #новини,ЗлийКіт,https://www.youtube.com/watch?v=pQKTalTDcw4,
бусификация,2025-11-26T14:01:12Z,0.85,НАКАЗ-ПРИВИД! 👻 Чому Наказ Коменданта НІКОЛИ не показують? БЛОКПОСТ,Пильний Дніпрянин,https://www.youtube.com/watch?v=ddp6QZ49NNQ,НАКАЗ-ПРИВИД! Чому Наказ Коменданта НІКОЛИ не показують? БЛОКПОСТ ...
тцк,2025-11-26T10:05:01Z,0.98,🤬ТЦКашники заливають перцем очі жінкам‼️ #бусификация #бусифікація #тцк,Реалії України 🇺🇦,https://www.youtube.com/watch?v=DLmE4H0ODow,
тцк,2025-11-25T12:00:54Z,4.97,"Мазурашу: &quot;Бусификация - это удар по обороне&quot;. Аресты адвокатов, беспредел ТЦК. Перезагрузка власти",Liberty UA,https://www.youtube.com/watch?v=NYr4w5iWeFo,"В этом фрагменте Георгий Мазурашу жестко поясняет, почему «бусификация» стала прямым ударом по ..."
