query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2026-01-31T21:25:07Z,7.47,"Киев.31.01 2026 г.Бусификация провалилась,а ловцы в масках в полном составе уехали с позором!Репост🔥",Михаил Nevzorov,https://www.youtube.com/watch?v=mrstn8y-f5c,тцк#беззаконня#нацполиция#київ#люди Мой телеграмм: https://t.me/aktobe1977 Если вам необходима подробная ...
тцк,2026-01-31T17:27:17Z,10.75,Зеленский отменил бусификацию? Как Федоров разберется с ТЦК?,Адвокат Олег Лукьянчиков,https://www.youtube.com/watch?v=nOaRyAZXC9U,Мой Telegram канал: https://t.me/Oleg_legalist/6947 Стать спонсором канала: ...
тцк,2026-01-31T13:56:11Z,10.73,ПРЯМО СЕЙЧАС! ТЦК - ВСЕ! ЗЕЛЕНСКИЙ СТУЧИТ КУЛАКОМ ПО СТОЛУ! БУСИФИКАЦИИ (НЕ) БУДЕТ?! ЧТО ПРОИСХОДИТ,Алексей Гончаренко,https://www.youtube.com/watch?v=o5SqNU8H-ms,"Зеленский приказал министру обороны Михаилу Федорову найти способ прекратить ""бусификацию"". Впервые за все ..."
бусификация,2026-01-31T07:48:36Z,0.52,В ОДЕССЕ ТЦК СКРУТИЛИ КУРЬЕРА #тцк #украина #бусификация ,Сергей Бойко,https://www.youtube.com/watch?v=_vqH8_7kzfw,
тцк,2026-01-30T21:32:02Z,0.22,як вам мужик?😎⚡ #тцк #бусифікація #новини #бусификация,Vladyslav Lysiak ,https://www.youtube.com/watch?v=lTogJEYePXI,
бусификация,2026-01-30T14:14:05Z,0.73,Зеленский бусификация,Адвокат Олег Лукьянчиков,https://www.youtube.com/watch?v=g37qe1g_8Ds,Зеленский бусификация. ☎️0️⃣6️⃣6️⃣5️⃣5️⃣5️⃣1️⃣0️⃣2️⃣0️⃣   адвокат консультация тцк.
бусификация,2026-01-30T05:00:48Z,0.38,Обличчя нашої влади.Підпишись🔥підтримай поширення #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=c2z_xP7_ZSQ,
бусификация,2026-01-29T16:35:58Z,1.42,Кiт Лекс – Фсьо Ни Так Адназначна #чатрулетка  #бусификация #мобилизация  #украина #война,MadLands: Onslaught,https://www.youtube.com/watch?v=C6uv5xZTMc0,"Это другое. Подумаешь, совершили преступление над каждым 10-м мобилизованным. Просто погрешность..."
бусификация,2026-01-29T05:00:53Z,0.35,Порятунок невинного.Підпишись🔥підтримай поширення #бусификация #бусифікація #news #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=gNmnv2VT52k,
бусификация,2026-01-28T11:24:55Z,0.2,КАКОЕ ЖЕ ПОЗОРИЩЕ: бусификация и ТЦК,Недомобилизованный Украинец,https://www.youtube.com/watch?v=01kEptMsfGc,Я не знаю что тут даже написать.... Просто позор! Как ты считаешь? Не забывай и про второй мой канал ...
