query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2026-02-08T11:27:57Z,0.3,Згодні з дівчиною?🤔 #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=NOE4_Fnlhjk,
бусификация,2026-02-08T06:55:37Z,0.4," ICTV Елена Фроляк:«Бусификация» возникла потому, что люди убегают, не доверяют, не соблюдают законы",Hypnotherapevt,https://www.youtube.com/watch?v=WzO-p1ooHkI,
бусификация,2026-02-07T18:41:09Z,7.25,Чатрулетка Украина – &quot;Русский Мир&quot; Українською Мовою #чатрулетка #украина #бусификация #русскиймир,MadLands: Onslaught,https://www.youtube.com/watch?v=lOStJzOj9QU,"И снова ""языковой вопрос"". Так звучит ""Русский Мир"" на украинском языке."
бусификация,2026-02-07T14:48:22Z,10.5,7 февраля 🔥 БУСИФИКАЦИЯ В ДНЕПРЕ🔥СЛУЧАЙ С БАРАХОЛКА ТВ🔥ТРАГЕДИЯ НА ПОБЕДЕ🔥,dmpro,https://www.youtube.com/watch?v=lNlw40-o-Ro,ВСЕМ ПРИВЕТ ДРУЗЬЯ СПАСИБО ЗА ПОДДЕРЖКУ КАРТА 4400 0055 5351 9510 https://send.monobank.ua/jar/QsDSpjCeG ...
тцк,2026-02-07T12:03:22Z,1.63,Бусификация это норма. #украина #бусификация #тцк,Зоя Кускова,https://www.youtube.com/watch?v=ab5D1-mMifc,
тцк,2026-02-07T12:01:18Z,0.22,Викрадення з квартири🤯Підпишись🔥підтримай поширення #бусификация #бусифікація #тцк #новини #news,ЗлийКіт,https://www.youtube.com/watch?v=uO4lFxwISzs,
бусификация,2026-02-07T10:09:49Z,0.42,Потужная бусификация укропа🤣,аРТЕМ кЕДР,https://www.youtube.com/watch?v=MneVlr8RI1s,"Сине-желтого потужного европейца ловят на мясо. Ой, то есть свободному украинскому «не рабу» хотят рассказать, что ..."
бусификация,2026-02-07T10:00:03Z,0.47,#yaneher на #Twitch ТГ: янехер | бусификация,ЯНЕF1oger,https://www.youtube.com/watch?v=2Elnl19WwHM,shorts https://www.twitch.tv/yaneher.
тцк,2026-02-07T09:33:04Z,1.05,Действия ТЦК это норма. #тцк #власть #украина #бусификация,Зоя Кускова,https://www.youtube.com/watch?v=8oH7zb19CLY,
бусификация,2026-02-06T16:15:02Z,12.82,БУСИФИКАЦИЯ в УКРАИНЕ - НЕ ЗАКОНЧИТСЯ НИКОГДА,UHILIANT,https://www.youtube.com/watch?v=CZuMGXJCRMU,Подписывайся на канал в YouTube и на группу в Telegram - https://t.me/+BOdpnWCWvM8zM2U0 Новостной канал в Telegram ...
бусификация,2026-02-04T22:00:16Z,2.28,Операция Бусификация,Donald Dack,https://www.youtube.com/watch?v=7tmD02PPJSw,
бусификация,2026-02-04T15:01:29Z,0.38,Дніпро.Реалії сьогодення.Підпишись🔥підтримай поширення #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=jTzgwNI3ilo,
тцк,2026-02-03T21:11:55Z,0.98,Как все таки хорошо быть гражданином Украины!!! Мужского пола!!!  #окраина #тцк #бусификация,Igor Severov©,https://www.youtube.com/watch?v=TfBZDd_YKf8,
бусификация,2026-02-03T18:19:33Z,0.92,Бусификация по русски,captain bayraktar,https://www.youtube.com/watch?v=EhpzpDl-URY,
бусификация,2026-02-03T11:00:00Z,1.23,Чатрулетка Украина – Краянин Вне Политики #чатрулетка #украина #бусификация #война #рашка #madlands,MadLands: Onslaught,https://www.youtube.com/watch?v=qPsTpwAapsU,Очередной украинский (или не украинский) блогер вне политики.
бусификация,2026-02-03T10:04:30Z,0.2,Бусификация Днепр,Alen Ashop,https://www.youtube.com/watch?v=qzDWGr271SA,Бусификация 16.
бусификация,2026-02-02T17:18:27Z,0.25,Згодні з голосом за кадром?🤔 #бусификация #бусифікація #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=XWPWYnnaS8c,
тцк беспредел,2026-02-02T09:52:54Z,12.73,БЕСПРЕДЕЛ ТЦК 🔥 ВЛК ГОДЕН НА 100%🔥 СТУДИЙНЫЕ ВОЙНЫ🔥БУСИФИКАЦИЯ - ТЫ ДОЛЖЕН🔥,dmpro,https://www.youtube.com/watch?v=sWBOzttz5ns,ВСЕМ ПРИВЕТ ДРУЗЬЯ СПАСИБО ЗА ПРОСМОТР БЛАГОДАРНОСТЬ ЗА ПОДДЕРЖКУ КАНАЛА КАРТА ...
бусификация,2026-02-02T00:14:57Z,9.0,По этому я и сделал побег из Украины. Тцк не дают жить. #тцк #бусификация #мобилизация,Volkmix Bushcraft,https://www.youtube.com/watch?v=ZiO4rzeZ2AQ,Побег из Украины https://www.youtube.com/watch?v=M1EwCKEuDAo Как я 3 раза убегал от ТЦК ...
бусификация,2026-02-06T05:00:32Z,0.65,Це ЛЮТИЙ ТРЕШ‼️Підпишись🔥підтримай поширення #бусификация #бусифікація #news #новини #тцк,ЗлийКіт,https://www.youtube.com/watch?v=KKkgSzt1x3Y,
бусификация,2026-02-05T18:43:58Z,0.87,"Мобілізація, яка вона є. #бусификация #бусифікація #новини #тцк #силова",Реалії України 🇺🇦,https://www.youtube.com/watch?v=OXbvLDMhPPA,
тцк,2026-02-08T12:01:20Z,0.22,🔥Київ ТЦК: Розшукали &quot;Добровольця&quot; - Ведуть,Пильний Дніпрянин,https://www.youtube.com/watch?v=rpGBdYBDumQ,"Київ ТЦК: Розшукали ""Добровольця"" - Ведуть https://youtube.com/shorts/rpGBdYBDumQ?feature=share Ставте пишіть ..."
тцк,2026-02-08T11:00:02Z,0.9,«ТЦК як гестапо»: різка заява Друзенка про мобілізацію #ТЦК #Мобілізація #Україна,Публіцист,https://www.youtube.com/watch?v=0YceWGDZ5bU,Правник та співзасновник Першого добровольчого мобільного шпиталю ім. Миколи Пирогова Геннадій Друзенко зробив ...
тцк,2026-02-08T11:00:00Z,1.9,Як скасувати розшук ТЦК назавжди,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=Sdyf36mGTyY,"Як захистити себе від протиправних дій ТЦК: судовий порядок оскарження Я розповідаю про те, як можна законно ходити ..."
тцк,2026-02-08T10:53:39Z,0.75,#консультаціяадвоката #тцк #опк #розшук #дія,Адвокат Дмитро Баранник,https://www.youtube.com/watch?v=mOXeyc9CUIA,
тцк,2026-02-08T10:38:50Z,0.25,"❗️Полиция сообщила о задержании трех работников ТЦК, которые до смерти избили гражданского",Артем Ретин  🎥 ,https://www.youtube.com/watch?v=jjLU-x1C-OU,
тцк,2026-02-08T10:19:47Z,1.0,Стрілянина під час перевірки документів: у Чернівцях ТЦКшнік застосував зброю #Чернівці #ТЦК #Новини,Публіцист,https://www.youtube.com/watch?v=1hu7bfilgzc,"У Чернівцях військовослужбовець ТЦК застосував травматичну зброю під час перевірки документів у чоловіка, який ..."
тцк,2026-02-08T10:18:11Z,10.82,"Встреча с ТЦК,последствия.",ALEX_KIND_,https://www.youtube.com/watch?v=JDseWBnW-3s,тцк#тцкукраина #свобода #свобода #европа #реальность #коррупция #тцкукраина #тцк #украина #граница #побег.
тцк,2026-02-08T10:05:55Z,8.25,ТЦК і &quot;розшук ухилянтів&quot; | Що має знати кожен?,Адвокат Ірина Приліпко,https://www.youtube.com/watch?v=DigM1vWJDWk,Онлайн запис на консультацію https://law-office-of-iryna-prylipko.easyweek.com.ua Телефон для отримання послуг +38 068 ...
тцк,2026-02-08T10:00:57Z,0.4,Свавілля ТЦК #новини #україна #війна #політикаукраїни,SBC news Media,https://www.youtube.com/watch?v=-xKCY3jlvXw,
тцк,2026-02-08T09:26:23Z,14.68,ВБИВСТВО в ДНІПРІ. ЗЛОЧИНИ ТЦК - МАЮТЬ БУТИ ПОКАРАНІ!,NOSOROG,https://www.youtube.com/watch?v=06B8V0ummeU,"Разом з правозахисниками, адвокатами, жертвами свавілля створюємо громадське обʼєднання жертв свавілля ТЦК!"
тцк,2026-02-08T08:44:54Z,0.93,Чергова історія з ТЦК,Політика без краваток,https://www.youtube.com/watch?v=cJqLNmD390I,"Верховний головнокомандувач, припиніть бусіфікацію! #Гончаренко #Україна #Зеленський #тцк."
тцк,2026-02-08T08:27:35Z,4.27,СЛАВА ТЦК ДРОГОБЫЧА👏👏👏 СУДЬИ ОБЯЗАНЫ ПРОЙТИ ВОЙНУ И ФРОНТ💥💥💥,ВЫЖИТЬ В УКРАИНЕ ,https://www.youtube.com/watch?v=zSHOPAR16ok,УНИКАЛЬНЫЙ ОПЫТ ПРЕДЛАГАЮ ВВЕСТИ ВО ВСЕХ ГОРОДАХ УКРАИНЫ.
тцк,2026-02-08T08:24:25Z,0.58,"ТЦК чуть не вбили інваліда , штовхнувши його до землі",Пильний громадянин ,https://www.youtube.com/watch?v=VOJ5ssvTzTg,
тцк,2026-02-08T08:23:26Z,0.8,"Проблема ТЦК вирішується простіше, ніж здається",Андрій Білецький ,https://www.youtube.com/watch?v=gC2Lfb9Di0U,
тцк,2026-02-08T08:00:51Z,2.88,🔥ВІДШИВ ГОПОТУ: ТЦК і Поліція Миколаєва!,Пильний Дніпрянин,https://www.youtube.com/watch?v=haILxkL1gHw,"ВІДШИВ ГОПОТУ: ТЦК і Поліція Миколаєва! Поліція та ТЦК у Миколаєві зупинили хлопця для перевірки документів, ..."
тцк,2026-02-08T08:00:22Z,0.6,😨Плати долари – і НЕ ЇДЕШ у ТЦК! В Одесі ПРАВООХОРОНЦІ вимагали гроші у водіїв,Телеканал Конкурент Україна,https://www.youtube.com/watch?v=PUTxvSmaQj4,"В Одесі двоє правоохоронців вимагали гроші з водіїв авто за недоставлення їх до ТЦК. Як повідомили в ДБР, правоохоронці ..."
тцк,2026-02-08T08:00:03Z,0.15,😡ЗАБИЛИ ДО СМЕРТІ! Скандал з ТЦК #shorts #новини #тцк,Новини 1+2,https://www.youtube.com/watch?v=4BXsYl8OO08,На Дніпропетровщині троє працівників ТЦК забили до смерті 55-річного чоловіка — їх затримали Смерть настала ...
тцк,2026-02-08T07:22:42Z,1.1,Від рук 3 працівників ТЦК загинув 55 річний чоловік,Віталій Українець,https://www.youtube.com/watch?v=ejPmvuy2wko,
тцк,2026-02-08T07:04:24Z,0.37,В Днепропетровске ТЦКашники убили человека! #рекомендации #україна #днепр #рек #тцк #рекомендації,Krivbass UA,https://www.youtube.com/watch?v=ruWmUDDIqAw,
тцк,2026-02-08T07:00:35Z,3.68,Маньяк стал военным ТЦК Украины,Михаил Исследователь,https://www.youtube.com/watch?v=exfTC22dMxA,"Этого человека я знаю с детства, и то что он получил оружие и власть это ужасно. В эпоху когда нет веры официальной ..."
тцк,2026-02-08T06:27:46Z,0.07,😱 Смерть після побиття ТЦК,NOWUA,https://www.youtube.com/watch?v=uM0Uw7dRgto,новини #новинисьогодні #новинионлайн 7 лютого у Дніпропетровській області помер 55-річний чоловік після побиття.
тцк,2026-02-08T05:23:45Z,2.8,ТЦК забили 55 летнего мужика в Днепре #ТЦК #Днепр #Победы #ОГП #6февраля2026,Topmovie,https://www.youtube.com/watch?v=PrFlnb8ApG4,
тцк,2026-02-07T22:17:02Z,1.85,СПІЙМАНИЙ УХИЛЯНТ У ЛІСІ -ТЦК БИКУЄ-  🐂,ASMR ДОБРЯК🍔,https://www.youtube.com/watch?v=kKuW3nBF3PY,"Якщо вам подобається такий контент,то обов'язково поділиться з друзями,щоб продвигати наш контент.Дякую кожному,хто ..."
тцк,2026-02-07T21:24:04Z,0.42,"Просто тренд…чи трохи про ТЦК і те, що накипіло? 😅Крінж чи зайде?",Роман Белобородов,https://www.youtube.com/watch?v=bpxJC1DwET4,"Я теж вирішив зайти в цей вірусний тренд — чи, може, вже про те, що всім давно накипіло? Як вам такий формат тренду ..."
тцк,2026-02-07T21:15:59Z,0.9,Захист у кримінальних провадженнях | Адвокат | # #адвокат #мобілізація #тцк #поліція,Адвокат Віталій Соловей,https://www.youtube.com/watch?v=ZEjqxFIGHdU,
тцк,2026-02-07T21:07:03Z,6.25,В Рівному люди масово повстали проти ТЦК? Що відбувається?,Денис Галандзовський Новини Світу,https://www.youtube.com/watch?v=4qJjHC8JmLI,Робота для будівельників в Польщі та Бельгії! Заповни заявку і менеджер надасть всі деталі ...
тцк,2026-02-07T20:36:21Z,0.1,Дніпро: троє працівників ТЦК затримані за вбивство чоловіка,OXI NEWS,https://www.youtube.com/watch?v=U2SzDhLp3mU,У Дніпропетровській області поліція затримала трьох працівників ТЦК після смерті 55-річного чоловіка. За попередніми ...
тцк,2026-02-07T20:27:20Z,0.87,ТЦК забили людину 😱‼️ #тцк #мобілізація #тцквбиває #news #новинисьогодні #новости #бусифікація,Sirius_ua_Official,https://www.youtube.com/watch?v=RdhF6Ew9OaY,
тцк,2026-02-07T20:18:58Z,1.6,ДІЇ ТЦК,ALL ,https://www.youtube.com/watch?v=9FLN27hxo54,
тцк,2026-02-07T20:17:19Z,2.5,#art #тцк #🕕⚖️,и слабый с Богом силен!ибо Бог сила его!,https://www.youtube.com/watch?v=MvWAhyIq7Gw,
тцк,2026-02-07T20:15:01Z,0.67,План тцк провалился. До конца! #пг,Правовое Государство,https://www.youtube.com/watch?v=OJAf1Gw_cy8,Авторы категорически осуждают любое нарушение законов Украины и прав человека. А также выступают против призывов ...
тцк,2026-02-07T20:05:05Z,0.73,Конфлікт з ТЦК в Рівному,ALL ,https://www.youtube.com/watch?v=U4rRm6dB_5M,
тцк,2026-02-07T19:56:40Z,1.47,Єновина!Працівники ТЦК вбили людину? #політика #блог #змі,Блог Разумовського,https://www.youtube.com/watch?v=8TmgtWyH_6M,
тцк,2026-02-07T19:54:45Z,1.47,Якби в працівника ТЦК не було би зброї - він би залишився живим?,vibroplus,https://www.youtube.com/watch?v=9-8MlfGEziQ,
тцк,2026-02-07T19:39:57Z,1.65,#консультаціяадвоката #законпромобілізацію #тцк #розшук #адвокатська_підписка,Адвокат Дмитро Баранник,https://www.youtube.com/watch?v=NEh8Wy63rvE,
тцк,2026-02-07T19:35:28Z,11.55,"ТЦК пакують по чорному? Йду перевіряти особисто, стрім від 07.02.2026",vibroplus,https://www.youtube.com/watch?v=pJMqCil1TOk,"5351 1606 0041 6875 - підтримати автора донатом та його місії, всі стріми проводяться в Тік ток ..."
тцк,2026-02-07T18:40:10Z,0.38,Дід просто вийшов по хліб #тцк #свавілля #сатира,Azaz Azazaev,https://www.youtube.com/watch?v=6LNUnaZKxIE,
тцк,2026-02-07T17:45:15Z,0.33,Одеса знову🤯 тцк #війнавукраїні #треш,Shorts_Odesa. Коротко з Одеси,https://www.youtube.com/watch?v=gJsbopDnwUE,колись це закінчиться? тцк робить повний безпредел.
тцк,2026-02-07T17:00:54Z,0.77,"Бусифікація: чоловіка тягнуть за ноги, поліцейський поруч #ТЦК #Мобілізація #Поліція #Людолови",Публіцист,https://www.youtube.com/watch?v=ZHvggrhncZ0,"На відео чоловіка тягнуть за ноги представники ТЦК, а поліцейський спостерігає за ситуацією. Дії порушують конституційні ..."
тцк,2026-02-07T15:30:27Z,9.05,Фронт і ТЦК: чому держава знову стала загрозою,Контури Історії,https://www.youtube.com/watch?v=p_WehJw1oSU,"Чому в умовах війни держава для багатьох українців сприймається не як захист, а як загроза? Фронт, мобілізація, ТЦК ..."
тцк,2026-02-07T15:16:44Z,0.3,"Евакуація, Покровський район #новини #зсу #новиниукраїни #мобілізація #тцк #політика #україна",НОВИННИЙ РАДАР. НОВИНИ УКРАЇНИ ТА СВІТУ,https://www.youtube.com/watch?v=XnWanzR_1yg,Більше інформації в нашому телеграм-каналі. ПІДТРИМАЙТЕ ПІДПИСКОЮ.
тцк,2026-02-07T15:04:48Z,10.27,УКРАНА ВЗБЕСИЛАСЬ! БОЙНЯ С ТЦК! БИТВА ЗА ЖИЗНЬ!,DRACULA TV,https://www.youtube.com/watch?v=GtngpO-zSL0,
тцк,2026-02-07T15:04:20Z,0.67,БУСИФИКАТОРАМ ВСЕ РАВНО  #україна #мобілізація #тцк,SaveUkraine1313,https://www.youtube.com/watch?v=0kU_a7AsPew,БУСИФИКАТОРАМ ВСЕ РАВНО #україна #мобілізація #тцк.
тцк,2026-02-07T14:44:27Z,10.18,ТЦК спешат на помощь !!! | Комедийный выпуск !!)),Arthur [FreeMan],https://www.youtube.com/watch?v=c5sPACE2FqQ,тцк #войнавукраине #мобилизация #армия #военные #полиция #зсу #ухилянти.
тцк беспредел,2026-02-07T14:37:21Z,2.88,Полицейский беспредел в Украине. Тцк.,Максим ,https://www.youtube.com/watch?v=M-DyKDXaqaQ,https://www.instagram.com/rsrmsx?igsh=OGQ5ZDc2ODk2ZA== #україна #тцк #беспределполиции #полиция #
тцк,2026-02-07T14:27:35Z,0.33,#роблокс #roblox #тцк #humor,Карл Гоголь,https://www.youtube.com/watch?v=SR2XRFbNPIg,
тцк,2026-02-07T14:00:09Z,0.95,ТЦК — злочинна організація?,NOSOROG,https://www.youtube.com/watch?v=5gNSTww04XE,ТЦК — злочинна організація?
тцк,2026-02-07T13:52:42Z,1.58,"Тцк, учебка, сзч.",Анархист,https://www.youtube.com/watch?v=gMh58wiQvNw,
тцк,2026-02-07T13:44:43Z,0.95,Суддя у Луцьку. твоя думка? #тцк,Vladyslav Lysiak ,https://www.youtube.com/watch?v=tor4oKWUVo0,
тцк,2026-02-07T13:46:13Z,4.25,&quot;Напад&quot; на працівників ТЦК в Харкові. Записів з боді-камер не буде?,Денис Галандзовський Новини Світу,https://www.youtube.com/watch?v=NPE-fo10SB0,Робота для будівельників в Польщі та Бельгії! Заповни заявку і менеджер надасть всі деталі ...
тцк,2026-02-07T13:05:00Z,1.15,Єновина! Поранено двох працівників ТЦК? #влада #політика #блог,Блог Разумовського,https://www.youtube.com/watch?v=GEpV-tsiSPE,
тцк,2026-02-07T13:03:19Z,0.52,#украина #сво #вiйна #зсу #тцк,ЛУГАНСКИЙ СВЯЗНОЙ 🇷🇺,https://www.youtube.com/watch?v=6GOuImVyeCU,
тцк,2026-02-07T12:14:11Z,0.42,Черговий конфлікт із працівниками ТЦК у ЖК &quot;Скай Сіті&quot;,DumskayaTV,https://www.youtube.com/watch?v=YCAjYefeShQ,
тцк,2026-02-07T12:00:16Z,0.12,Заблокували авто ТЦК і напали на військових #ТЦК #Рівне #Мобілізація #Поліція #ЗСУ #Новини,Публіцист,https://www.youtube.com/watch?v=BEFIa5o6JFk,У Рівненській області невідомі заблокували службовий автомобіль ТЦК та здійснили напад на військовослужбовців.
тцк,2026-02-07T12:00:00Z,3.02,Содержание вас в ТЦК незаконное. Суд сказал,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=3aaaHKcJBTc,"Суд запретил ТЦК задерживать людей: что это значит Мы обсуждаем судебное решение, которое четко указывает, что ..."
тцк,2026-02-07T11:09:54Z,0.38,Мільйонери з ТЦК вражають...,Вони крадуть!,https://www.youtube.com/watch?v=n7BADxOMqQM,
тцк,2026-02-07T11:08:07Z,0.18,Сборная 404.Чтоб не убежали. #олимпиада2026 #олимпиада #тцк  #ухилянт,В гостях у ИИ,https://www.youtube.com/watch?v=fOmV_HtLmyw,Сборная 404.Чтоб не убежали.
тцк,2026-02-07T11:00:12Z,0.12,Поліція брала гроші за «не веземо до ТЦК»: корупційну схему викрито в Одесі #Поліція #Корупція #ТЦК,Публіцист,https://www.youtube.com/watch?v=7sWJJ5WCj1g,"Працівники ДБР за сприяння СБУ викрили двох патрульних поліцейських в Одесі, які вимагали гроші у ..."
тцк,2026-02-07T11:00:06Z,14.62,ОДЕССА 7 ФЕВРАЛЯ 2026. ГДЕ СЕЙЧАС ЕРМАК? SЕКSУАЛИЗАЦИЯ ПОДРОСТКОВ УКРПОШТОЙ! ТЦК БУСЯРЯТ 90 % БОЙЦОВ,Препод От Бога,https://www.youtube.com/watch?v=Y9EfwuZDfuE,"Подписывайтесь на Boosty, чтобы смотреть реалити сериал «Беженец» : boosty.to/prepodotboga Или - становитесь ..."
тцк,2026-02-07T10:55:19Z,0.42,Дикая форма мобилизации в Украине. #мобилизация #тцк,Артем Ретин  🎥 ,https://www.youtube.com/watch?v=hNh-l_Q4-DU,
