query,publishedAt,duration_min,title,channelTitle,url,description
бусификация,2025-09-07T16:10:58Z,0.7,Трохи не вистачило для порятунку😞#бусификация #бусифікація #силова #поліція #тцк#новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=VB4MDRaf7wQ,
бусификация,2025-09-07T16:08:58Z,0.87,Луцьк.Чергове сафарі🤬 #бусификация #бусифікація #силова #поліція #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=E-9SyfAIfuQ,
бусификация,2025-09-07T16:06:16Z,2.13,Чітке роз&#39;яснення за розшук від ТЦК.#бусификация #бусифікація #силова #поліція #тцк #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=NQhDfXycxJM,
бусификация,2025-09-07T16:02:13Z,0.42,😂Народна любов-вона така. #бусификация #бусифікація #силова #поліція #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=sDelReUFOBI,
бусификация,2025-09-06T05:06:18Z,0.52,Бусифікація в Рівному! #тцк #мобілізація #пильнийдніпрянин,Пильний Дніпрянин,https://www.youtube.com/watch?v=MEp57-XJjL8,PoliceofDnipro Бусифікація в Рівному! #тцк #мобілізація #пильнийдніпрянин ...
бусификация,2025-09-06T03:20:23Z,1.0,Ухилянти з ТЦК пакують цивільного🤬 #бусификация #бусифікація #силова #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=3_GukKgV9S8,
бусификация,2025-09-05T18:58:11Z,1.38,Бусификация,"Андрей 👉 Недвижимость, продажа, аренда Испания",https://www.youtube.com/watch?v=gY6DjPdRaTk,
тцк,2025-09-05T16:30:15Z,0.55,Бусифікація в Дніпрі #тцк #пильнийдніпрянин #бусифікація,Пильний Дніпрянин,https://www.youtube.com/watch?v=_xpnwAXZ4yE,PoliceofDnipro Бусифікація в Дніпрі #тцк #пильнийдніпрянин #бусифікація ...
бусификация,2025-09-05T10:26:35Z,0.55,"Дніпро🤬Закон!-Ні, не чули такого. #бусификация #бусифікація #силова #поліція #тцк #новини",Реалії України 🇺🇦,https://www.youtube.com/watch?v=dUgoXfF1f2U,
бусификация,2025-09-05T10:24:21Z,0.42,ТЦК збивають велосипедиста🤬 #бусификация #бусифікація #силова #поліція #тцк #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=SQuhs6ZLgxQ,
бусификация,2025-09-05T10:17:54Z,0.87,Київ.Людолови‼️🤬 #бусификация #бусифікація #силова #поліція #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=92T6TLGkuxM,
бусификация,2025-09-05T01:41:52Z,0.68,🙄Ситуація на БЗВП. #бусификация #бусифікація #силова #поліція #тцк #новини #мобілізація #военкомат,Реалії України 🇺🇦,https://www.youtube.com/watch?v=DgN2P6KxlIY,
бусификация,2025-09-04T15:05:18Z,3.0,Як правильно служити в ТЦК-розповідає нормальний військовий. #бусификация #бусифікація #силова,Реалії України 🇺🇦,https://www.youtube.com/watch?v=3fClRhX_wfA,
бусификация,2025-09-04T14:20:40Z,0.18,🤬Поліція в своєму репертуарі #бусификация #бусифікація #поліція #силова #тцк #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=v_DwdiEmE7U,
бусификация,2025-09-04T10:50:18Z,0.48,🤬Запоріжжя.Яку кару треба поліцейському за його дії? #бусификация #бусифікація #поліція #силова#тцк,Реалії України 🇺🇦,https://www.youtube.com/watch?v=Yh_4yqRSJLA,
бусификация,2025-09-04T07:13:50Z,0.53,Бусифікація #radarfm #украина,Radar FM,https://www.youtube.com/watch?v=-Ngjn5HB2n8,"Народный депутат Анна Скороход заявила, что установка боди-камер для сотрудников территориальных центров ..."
бусификация,2025-09-04T05:40:00Z,0.43,😂ТЦК&amp;люди.Фінал здивував. #бусификация #бусифікація #поліція #силова #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=X8ySy94ZpvM,
бусификация,2025-09-03T17:28:54Z,1.57,Кривий Ріг. Все лагідно.  Бусифікація, WAR in UKRAINE 2022 !,https://www.youtube.com/watch?v=FJ_hiwKe6oI,ВСЕМ КТО ХОЧЕТ ПОМОЧЬ ЛЮДЯМ ВЫЖИТЬ : TO EVERYONE WHO WANTS TO HELP PEOPLE SURVIVE: MONOBANK ...
бусификация,2025-09-02T19:39:39Z,1.12,ТЦКшник LISOVSKIY #могилизация #бусификация #людоловы #тцк #беззаконие #зеленский #концлагерь,Alek Warlock,https://www.youtube.com/watch?v=2xkKf-2-J-U,
бусификация,2025-09-02T08:51:16Z,0.77,"Помста, вона така. #бусификация #бусифікація #поліція #силова #тцк #новини #мобілізація",Реалії України 🇺🇦,https://www.youtube.com/watch?v=WKxk9EHU6yw,
бусификация,2025-09-02T08:46:07Z,1.3,Отака наша поліція. #бусификация #бусифікація #поліція #силова #тцк #новини #мобілізація #київ,Реалії України 🇺🇦,https://www.youtube.com/watch?v=4NHllGbtbjI,
бусификация,2025-09-01T18:20:24Z,1.22,Харьков. Бусификация в метро., WAR in UKRAINE 2022 !,https://www.youtube.com/watch?v=JcYvxGh-5B8,ВСЕМ КТО ХОЧЕТ ПОМОЧЬ ЛЮДЯМ ВЫЖИТЬ : TO EVERYONE WHO WANTS TO HELP PEOPLE SURVIVE: MONOBANK ...
бусификация,2025-09-01T09:41:43Z,0.17,🙄Ранкова Одеса. #бусификация #бусифікація #силова #поліція #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=otUo-N-7jQ8,
бусификация,2025-09-01T09:37:32Z,0.68,🚨Хочеш що все було по закону?-ти ворожий агент! #силова #тцк #новини #бусифікація  #бусификация,Реалії України 🇺🇦,https://www.youtube.com/watch?v=gnI2qRcmH3Y,
бусификация,2025-09-07T16:01:09Z,0.28,😎Ніколи не здавайся!Впав-підіймайся! #бусификация #бусифікація #силова #тцк #новини,Реалії України 🇺🇦,https://www.youtube.com/watch?v=pk-pKgBPMEA,
бусификация,2025-09-06T13:57:07Z,1.02,Одеса🤬Це не воїни-це кати! #бусификация #бусифікація #поліція #силова #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=CGp_vKLpINc,
бусификация,2025-09-02T08:48:14Z,0.17,"Одеса.Що це,як не викрадення? #бусификация #бусифікація #поліція #силова #тцк #новини #мобілізація",Реалії України 🇺🇦,https://www.youtube.com/watch?v=MhfAQNQ936M,
бусификация,2025-09-01T09:40:10Z,0.68,🤬Безкарність=Вседозволеність. #бусификация #бусифікація #поліція #силова #тцк #новини #мобілізація,Реалії України 🇺🇦,https://www.youtube.com/watch?v=uQgjCpFMRQ0,
тцк,2025-09-07T17:18:13Z,3.02,Как вас обманывают с РОЗЫСКОМ ТЦК  #адвокат #тцк,ЄВСЮТІН Shorts,https://www.youtube.com/watch?v=bexsxaJP9c0,"щоб знати більше, підпишись на Телеграм канал: https://t.me/yevsiutin 🛡️ Ваш захист під час мобілізації – гарантована ..."
тцк,2025-09-07T10:46:31Z,0.72,Вийти з ТЦК 5 тис уе ? #тцк #тцксп #тцктасп #поліція #суддя #україна #українці #врек #рек,"Партія Гарант, єднаємо Українців!",https://www.youtube.com/watch?v=fintQgOXgaE,
тцк,2025-09-07T09:25:45Z,0.88,Ось що насправді відбувається на фронті! #ухилянт  #зсу #патрульнаполіціяукраїни #тцк,Ухилянт,https://www.youtube.com/watch?v=ypRDzQLw3tM,
тцк,2025-09-07T08:15:01Z,0.2,Лайфхак: оберіг від ТЦК. Користутеся.,in time Ukraine,https://www.youtube.com/watch?v=DXg3d5Jq570,Лайфхак: оберег от ТЦК. Пользуйтесь. Life hack: protection against TCC. Use it. автор відео: ...
тцк,2025-09-07T08:00:38Z,1.83,Штраф ТЦК – платити?,Адвокат Роман Сімутін,https://www.youtube.com/watch?v=YwXiS17Oc7c,"Всі повідомлення про накладення штрафів за несвоєчасне уточнення персональних даних, неприбуття за повістками, ..."
тцк,2025-09-06T19:16:39Z,0.78,#життя #зеленский #украина #тцк,Этническая чистка украинцев ,https://www.youtube.com/watch?v=YEKpyDuxN5Q,
